Time,Watts,Cadence
2025-07-01T19:59:47.000Z,201,66
2025-07-01T19:59:48.000Z,202,68
2025-07-01T19:59:49.000Z,199,67
2025-07-01T19:59:50.000Z,200,67
2025-07-01T19:59:51.000Z,200,68
2025-07-01T19:59:52.000Z,201,69
2025-07-01T19:59:53.000Z,200,69
2025-07-01T19:59:54.000Z,199,70
2025-07-01T19:59:55.000Z,194,71
2025-07-01T19:59:56.000Z,199,71
2025-07-01T19:59:57.000Z,199,69
2025-07-01T19:59:58.000Z,199,67
2025-07-01T19:59:59.000Z,193,67
2025-07-01T20:00:00.000Z,203,65
2025-07-01T20:00:01.000Z,200,66
2025-07-01T20:00:02.000Z,201,66
2025-07-01T20:00:03.000Z,199,68
2025-07-01T20:00:04.000Z,200,67
2025-07-01T20:00:05.000Z,199,67
2025-07-01T20:00:06.000Z,203,66
2025-07-01T20:00:07.000Z,199,67
2025-07-01T20:00:08.000Z,200,67
2025-07-01T20:00:09.000Z,199,67
2025-07-01T20:00:10.000Z,196,66
2025-07-01T20:00:11.000Z,200,66
2025-07-01T20:00:12.000Z,200,67
2025-07-01T20:00:13.000Z,199,67
2025-07-01T20:00:14.000Z,203,67
2025-07-01T20:00:15.000Z,200,67
2025-07-01T20:00:16.000Z,200,66
2025-07-01T20:00:17.000Z,202,66
2025-07-01T20:00:18.000Z,200,66
2025-07-01T20:00:19.000Z,198,66
2025-07-01T20:00:20.000Z,199,66
2025-07-01T20:00:21.000Z,201,67
2025-07-01T20:00:22.000Z,199,67
2025-07-01T20:00:23.000Z,200,67
2025-07-01T20:00:24.000Z,200,67
2025-07-01T20:00:25.000Z,202,68
2025-07-01T20:00:26.000Z,201,68
2025-07-01T20:00:27.000Z,199,67
2025-07-01T20:00:28.000Z,200,67
2025-07-01T20:00:29.000Z,200,67
2025-07-01T20:00:30.000Z,232,69
2025-07-01T20:00:31.000Z,219,70
2025-07-01T20:00:32.000Z,212,74
2025-07-01T20:00:33.000Z,214,74
2025-07-01T20:00:34.000Z,230,76
2025-07-01T20:00:35.000Z,223,76
2025-07-01T20:00:36.000Z,230,78
2025-07-01T20:00:37.000Z,232,76
2025-07-01T20:00:38.000Z,230,76
2025-07-01T20:00:39.000Z,231,76
2025-07-01T20:00:40.000Z,230,77
2025-07-01T20:00:41.000Z,234,77
2025-07-01T20:00:42.000Z,230,77
2025-07-01T20:00:43.000Z,231,77
2025-07-01T20:00:44.000Z,232,76
2025-07-01T20:00:45.000Z,230,77
2025-07-01T20:00:46.000Z,229,77
2025-07-01T20:00:47.000Z,230,81
2025-07-01T20:00:48.000Z,229,79
2025-07-01T20:00:49.000Z,231,76
2025-07-01T20:00:50.000Z,230,76
2025-07-01T20:00:51.000Z,229,76
2025-07-01T20:00:52.000Z,231,77
2025-07-01T20:00:53.000Z,231,76
2025-07-01T20:00:54.000Z,230,77
2025-07-01T20:00:55.000Z,229,77
2025-07-01T20:00:56.000Z,229,80
2025-07-01T20:00:57.000Z,230,79
2025-07-01T20:00:58.000Z,228,79
2025-07-01T20:00:59.000Z,233,79
2025-07-01T20:01:00.000Z,230,79
2025-07-01T20:01:01.000Z,230,78
2025-07-01T20:01:02.000Z,229,78
2025-07-01T20:01:03.000Z,226,77
2025-07-01T20:01:04.000Z,227,77
2025-07-01T20:01:05.000Z,229,78
2025-07-01T20:01:06.000Z,228,78
2025-07-01T20:01:07.000Z,232,79
2025-07-01T20:01:08.000Z,229,79
2025-07-01T20:01:09.000Z,230,79
2025-07-01T20:01:10.000Z,230,77
2025-07-01T20:01:11.000Z,230,78
2025-07-01T20:01:12.000Z,229,79
2025-07-01T20:01:13.000Z,229,79
2025-07-01T20:01:14.000Z,230,77
2025-07-01T20:01:15.000Z,225,78
2025-07-01T20:01:16.000Z,231,78
2025-07-01T20:01:17.000Z,232,78
2025-07-01T20:01:18.000Z,230,77
2025-07-01T20:01:19.000Z,233,78
2025-07-01T20:01:20.000Z,230,78
2025-07-01T20:01:21.000Z,230,78
2025-07-01T20:01:22.000Z,232,78
2025-07-01T20:01:23.000Z,231,80
2025-07-01T20:01:24.000Z,230,80
2025-07-01T20:01:25.000Z,229,78
2025-07-01T20:01:26.000Z,227,78
2025-07-01T20:01:27.000Z,229,78
2025-07-01T20:01:28.000Z,226,78
2025-07-01T20:01:29.000Z,229,78
2025-07-01T20:01:30.000Z,227,78
2025-07-01T20:01:31.000Z,70,78
2025-07-01T20:01:32.000Z,43,78
2025-07-01T20:01:33.000Z,9,0
2025-07-01T20:01:34.000Z,0,0
2025-07-01T20:01:35.000Z,0,0
2025-07-01T20:01:36.000Z,0,0
2025-07-01T20:01:37.000Z,0,0
2025-07-01T20:01:38.000Z,0,0
2025-07-01T20:01:39.000Z,0,0
2025-07-01T20:01:40.000Z,0,0
2025-07-01T20:01:41.000Z,0,0
2025-07-01T20:01:42.000Z,0,0
2025-07-01T20:01:43.000Z,0,0
2025-07-01T20:01:44.000Z,0,0
2025-07-01T20:01:45.000Z,0,0
2025-07-01T20:01:46.000Z,0,0
2025-07-01T20:01:47.000Z,0,0
2025-07-01T20:01:48.000Z,0,0
2025-07-01T20:01:49.000Z,0,0
2025-07-01T20:01:50.000Z,0,0
2025-07-01T20:01:51.000Z,0,0
2025-07-01T20:01:52.000Z,0,0
2025-07-01T20:01:53.000Z,0,0
2025-07-01T20:01:54.000Z,0,0
2025-07-01T20:01:55.000Z,0,0
2025-07-01T20:01:56.000Z,0,0
2025-07-01T20:01:57.000Z,0,0
