Time,Watts,Cadence
2025-07-01T20:07:30.000Z,70,104
2025-07-01T20:07:31.000Z,153,63
2025-07-01T20:07:32.000Z,170,81
2025-07-01T20:07:33.000Z,159,81
2025-07-01T20:07:34.000Z,157,66
2025-07-01T20:07:35.000Z,159,66
2025-07-01T20:07:36.000Z,161,68
2025-07-01T20:07:37.000Z,159,63
2025-07-01T20:07:38.000Z,161,63
2025-07-01T20:07:39.000Z,162,64
2025-07-01T20:07:40.000Z,159,65
2025-07-01T20:07:41.000Z,162,65
2025-07-01T20:07:42.000Z,162,65
2025-07-01T20:07:43.000Z,161,64
2025-07-01T20:07:44.000Z,162,64
2025-07-01T20:07:45.000Z,161,63
2025-07-01T20:07:46.000Z,159,63
2025-07-01T20:07:47.000Z,159,64
2025-07-01T20:07:48.000Z,161,63
2025-07-01T20:07:49.000Z,161,63
2025-07-01T20:07:50.000Z,161,63
2025-07-01T20:07:51.000Z,162,64
2025-07-01T20:07:52.000Z,161,64
2025-07-01T20:07:53.000Z,161,64
2025-07-01T20:07:54.000Z,162,64
2025-07-01T20:07:55.000Z,160,64
2025-07-01T20:07:56.000Z,161,64
2025-07-01T20:07:57.000Z,159,61
2025-07-01T20:07:58.000Z,400,61
2025-07-01T20:07:59.000Z,277,64
2025-07-01T20:08:00.000Z,241,71
2025-07-01T20:08:01.000Z,248,77
2025-07-01T20:08:02.000Z,241,77
2025-07-01T20:08:03.000Z,242,85
2025-07-01T20:08:04.000Z,245,85
2025-07-01T20:08:05.000Z,243,88
2025-07-01T20:08:06.000Z,264,89
2025-07-01T20:08:07.000Z,249,91
2025-07-01T20:08:08.000Z,251,93
2025-07-01T20:08:09.000Z,246,94
2025-07-01T20:08:10.000Z,245,92
2025-07-01T20:08:11.000Z,249,91
2025-07-01T20:08:12.000Z,259,93
2025-07-01T20:08:13.000Z,258,92
2025-07-01T20:08:14.000Z,257,92
2025-07-01T20:08:15.000Z,261,95
2025-07-01T20:08:16.000Z,262,95
2025-07-01T20:08:17.000Z,313,95
2025-07-01T20:08:18.000Z,366,95
2025-07-01T20:08:19.000Z,363,103
2025-07-01T20:08:20.000Z,337,108
2025-07-01T20:08:21.000Z,328,111
2025-07-01T20:08:22.000Z,318,111
2025-07-01T20:08:23.000Z,320,114
2025-07-01T20:08:24.000Z,315,115
2025-07-01T20:08:25.000Z,316,115
2025-07-01T20:08:26.000Z,316,115
2025-07-01T20:08:27.000Z,148,115
2025-07-01T20:08:28.000Z,139,115
2025-07-01T20:08:29.000Z,107,87
2025-07-01T20:08:30.000Z,115,81
2025-07-01T20:08:31.000Z,98,71
2025-07-01T20:08:32.000Z,64,64
2025-07-01T20:08:33.000Z,55,55
2025-07-01T20:08:34.000Z,38,49
2025-07-01T20:08:35.000Z,157,45
2025-07-01T20:08:36.000Z,162,50
2025-07-01T20:08:37.000Z,171,53
2025-07-01T20:08:38.000Z,167,82
2025-07-01T20:08:39.000Z,158,82
2025-07-01T20:08:40.000Z,166,62
2025-07-01T20:08:41.000Z,162,65
2025-07-01T20:08:42.000Z,162,65
2025-07-01T20:08:43.000Z,153,65
2025-07-01T20:08:44.000Z,162,65
2025-07-01T20:08:45.000Z,163,65
2025-07-01T20:08:46.000Z,160,65
2025-07-01T20:08:47.000Z,151,65
2025-07-01T20:08:48.000Z,145,65
2025-07-01T20:08:49.000Z,145,63
2025-07-01T20:08:50.000Z,164,63
2025-07-01T20:08:51.000Z,161,63
2025-07-01T20:08:52.000Z,162,64
2025-07-01T20:08:53.000Z,162,64
2025-07-01T20:08:54.000Z,162,64
2025-07-01T20:08:55.000Z,164,65
2025-07-01T20:08:56.000Z,164,65
2025-07-01T20:08:57.000Z,309,64
2025-07-01T20:08:58.000Z,284,68
2025-07-01T20:08:59.000Z,287,75
2025-07-01T20:09:00.000Z,266,81
2025-07-01T20:09:01.000Z,256,86
2025-07-01T20:09:02.000Z,260,86
2025-07-01T20:09:03.000Z,265,89
2025-07-01T20:09:04.000Z,267,89
2025-07-01T20:09:05.000Z,276,95
2025-07-01T20:09:06.000Z,273,95
2025-07-01T20:09:07.000Z,269,100
2025-07-01T20:09:08.000Z,273,100
2025-07-01T20:09:09.000Z,271,101
2025-07-01T20:09:10.000Z,273,101
2025-07-01T20:09:11.000Z,282,100
2025-07-01T20:09:12.000Z,289,102
2025-07-01T20:09:13.000Z,286,102
2025-07-01T20:09:14.000Z,301,102
2025-07-01T20:09:15.000Z,314,107
2025-07-01T20:09:16.000Z,305,108
2025-07-01T20:09:17.000Z,304,111
2025-07-01T20:09:18.000Z,308,113
2025-07-01T20:09:19.000Z,367,113
2025-07-01T20:09:20.000Z,347,115
2025-07-01T20:09:21.000Z,329,118
2025-07-01T20:09:22.000Z,327,118
2025-07-01T20:09:23.000Z,330,118
2025-07-01T20:09:24.000Z,324,118
2025-07-01T20:09:25.000Z,309,116
2025-07-01T20:09:26.000Z,147,105
2025-07-01T20:09:27.000Z,151,102
2025-07-01T20:09:28.000Z,133,91
2025-07-01T20:09:29.000Z,102,81
2025-07-01T20:09:30.000Z,122,75
2025-07-01T20:09:31.000Z,143,69
2025-07-01T20:09:32.000Z,155,66
2025-07-01T20:09:33.000Z,162,90
2025-07-01T20:09:34.000Z,165,70
2025-07-01T20:09:35.000Z,167,70
2025-07-01T20:09:36.000Z,172,72
2025-07-01T20:09:37.000Z,170,68
2025-07-01T20:09:38.000Z,171,68
2025-07-01T20:09:39.000Z,172,69
2025-07-01T20:09:40.000Z,172,68
2025-07-01T20:09:41.000Z,174,68
2025-07-01T20:09:42.000Z,171,68
2025-07-01T20:09:43.000Z,173,68
2025-07-01T20:09:44.000Z,171,68
2025-07-01T20:09:45.000Z,172,68
2025-07-01T20:09:46.000Z,172,67
2025-07-01T20:09:47.000Z,173,67
2025-07-01T20:09:48.000Z,174,69
2025-07-01T20:09:49.000Z,176,69
2025-07-01T20:09:50.000Z,177,69
2025-07-01T20:09:51.000Z,178,71
2025-07-01T20:09:52.000Z,180,72
2025-07-01T20:09:53.000Z,181,72
2025-07-01T20:09:54.000Z,182,71
2025-07-01T20:09:55.000Z,184,72
2025-07-01T20:09:56.000Z,201,72
2025-07-01T20:09:57.000Z,369,72
2025-07-01T20:09:58.000Z,349,74
2025-07-01T20:09:59.000Z,325,80
2025-07-01T20:10:00.000Z,303,86
2025-07-01T20:10:01.000Z,302,93
2025-07-01T20:10:02.000Z,313,101
2025-07-01T20:10:03.000Z,307,101
2025-07-01T20:10:04.000Z,314,107
2025-07-01T20:10:05.000Z,319,111
2025-07-01T20:10:06.000Z,307,111
2025-07-01T20:10:07.000Z,312,111
2025-07-01T20:10:08.000Z,336,110
2025-07-01T20:10:09.000Z,324,110
2025-07-01T20:10:10.000Z,312,112
2025-07-01T20:10:11.000Z,313,112
2025-07-01T20:10:12.000Z,312,116
2025-07-01T20:10:13.000Z,310,116
2025-07-01T20:10:14.000Z,310,112
2025-07-01T20:10:15.000Z,336,108
2025-07-01T20:10:16.000Z,317,110
2025-07-01T20:10:17.000Z,316,113
2025-07-01T20:10:18.000Z,315,113
2025-07-01T20:10:19.000Z,311,116
2025-07-01T20:10:20.000Z,309,112
2025-07-01T20:10:21.000Z,312,112
2025-07-01T20:10:22.000Z,310,113
2025-07-01T20:10:23.000Z,309,111
2025-07-01T20:10:24.000Z,304,110
2025-07-01T20:10:25.000Z,302,109
2025-07-01T20:10:26.000Z,193,109
2025-07-01T20:10:27.000Z,167,109
2025-07-01T20:10:28.000Z,118,109
2025-07-01T20:10:29.000Z,87,79
2025-07-01T20:10:30.000Z,85,70
2025-07-01T20:10:31.000Z,93,0
2025-07-01T20:10:32.000Z,83,55
2025-07-01T20:10:33.000Z,41,48
2025-07-01T20:10:34.000Z,0,0
2025-07-01T20:10:35.000Z,0,0
2025-07-01T20:10:36.000Z,0,0
2025-07-01T20:10:37.000Z,0,0
2025-07-01T20:10:38.000Z,0,0
2025-07-01T20:10:39.000Z,0,0
2025-07-01T20:10:40.000Z,0,0
2025-07-01T20:10:41.000Z,0,0
2025-07-01T20:10:42.000Z,0,0
2025-07-01T20:10:43.000Z,0,0
2025-07-01T20:10:44.000Z,0,0
2025-07-01T20:10:45.000Z,0,0
2025-07-01T20:10:46.000Z,0,0
2025-07-01T20:10:47.000Z,0,0
2025-07-01T20:10:48.000Z,0,0
2025-07-01T20:10:49.000Z,0,0
2025-07-01T20:10:50.000Z,0,0
2025-07-01T20:10:51.000Z,0,0
2025-07-01T20:10:52.000Z,0,0
2025-07-01T20:10:53.000Z,0,0
