type,t0,adc0,t1,adc1,t2,adc2,t3,adc3,t4,acc_x,acc_y,acc_z,t5,gyro_x,gyro_y,gyro_z
mpu,,,,,,,,,925896165,-5674,7950,-32768,925896165,4,2,2
mpu,,,,,,,,,925899122,-5674,7950,-32768,925899122,4,2,2
mpu,,,,,,,,,925902025,-5674,7950,-32768,925902025,4,2,2
mpu,,,,,,,,,925905030,-5674,7950,-32768,925905030,4,2,2
mpu,,,,,,,,,925907948,-5674,7950,-32768,925907948,4,2,2
mpu,,,,,,,,,925910893,-5674,7950,-32768,925910893,4,2,2
mpu,,,,,,,,,925913789,-5674,7950,-32768,925913789,4,2,2
mpu,,,,,,,,,925916734,-5674,7950,-32768,925916734,4,2,2
mpu,,,,,,,,,925919679,-5674,7950,-32768,925919679,4,2,2
adc,925892323,0.13837499916553497,925901672,-0.08787500113248825,925911191,0.0021250001154839993,925920817,-0.003375000087544322,,,,,,,,
mpu,,,,,,,,,925922705,-5674,7950,-32768,925922705,4,2,2
mpu,,,,,,,,,925925454,-5674,7950,-32768,925925454,4,2,2
mpu,,,,,,,,,925928377,-5674,7950,-32768,925928377,4,2,2
mpu,,,,,,,,,925931248,-5674,7950,-32768,925931248,4,2,2
mpu,,,,,,,,,925934160,-5674,7950,-32768,925934160,4,2,2
mpu,,,,,,,,,925937126,-5674,7950,-32768,925937126,4,2,2
mpu,,,,,,,,,925940029,-5674,7950,-32768,925940029,4,2,2
mpu,,,,,,,,,925942943,-5734,7988,-32768,925942943,7,9,1
mpu,,,,,,,,,925945874,-5734,7988,-32768,925945874,7,9,1
mpu,,,,,,,,,925948797,-5734,7988,-32768,925948797,7,9,1
mpu,,,,,,,,,925951676,-5734,7988,-32768,925951676,7,9,1
mpu,,,,,,,,,925954629,-5734,7988,-32768,925954629,7,9,1
mpu,,,,,,,,,925957571,-5734,7988,-32768,925957571,7,9,1
adc,925930342,0.11350000649690628,925939689,0.0010000000474974513,925949086,0.006500000134110451,925958684,-0.014625000767409801,,,,,,,,
mpu,,,,,,,,,925960616,-5734,7988,-32768,925960616,7,9,1
mpu,,,,,,,,,925963971,-5734,7988,-32768,925963971,7,9,1
mpu,,,,,,,,,925966887,-5734,7988,-32768,925966887,7,9,1
mpu,,,,,,,,,925969822,-5734,7988,-32768,925969822,7,9,1
mpu,,,,,,,,,925972724,-5734,7988,-32768,925972724,7,9,1
mpu,,,,,,,,,925975664,-5734,7988,-32768,925975664,7,9,1
mpu,,,,,,,,,925978562,-5734,7988,-32768,925978562,7,9,1
mpu,,,,,,,,,925981482,-5734,7988,-32768,925981482,7,9,1
mpu,,,,,,,,,925984421,-5734,7988,-32768,925984421,7,9,1
mpu,,,,,,,,,925987335,-5734,7988,-32768,925987335,7,9,1
mpu,,,,,,,,,925990221,-5734,7988,-32768,925990221,7,9,1
mpu,,,,,,,,,925993157,-5734,7988,-32768,925993157,7,9,1
mpu,,,,,,,,,925996109,-5734,7988,-32768,925996109,7,9,1
adc,925968913,0.055500004440546036,925978174,0.07625000178813934,925987635,0.007500000298023224,925997382,-0.016750000417232513,,,,,,,,
mpu,,,,,,,,,925999275,-5734,7988,-32768,925999275,7,9,1
mpu,,,,,,,,,926001931,-5734,7988,-32768,926001931,7,9,1
mpu,,,,,,,,,926004906,-5734,7988,-32768,926004906,7,9,1
mpu,,,,,,,,,926007861,-5734,7988,-32768,926007861,7,9,1
mpu,,,,,,,,,926010774,-5734,7988,-32768,926010774,7,9,1
mpu,,,,,,,,,926013785,-5734,7988,-32768,926013785,7,9,1
mpu,,,,,,,,,926016706,-5734,7988,-32768,926016706,7,9,1
mpu,,,,,,,,,926019605,-5734,7988,-32768,926019605,7,9,1
mpu,,,,,,,,,926022557,-5734,7988,-32768,926022557,7,9,1
mpu,,,,,,,,,926025497,-5734,7988,-32768,926025497,7,9,1
mpu,,,,,,,,,926028457,-5734,7988,-32768,926028457,7,9,1
mpu,,,,,,,,,926031381,-5734,7988,-32768,926031381,7,9,1
mpu,,,,,,,,,926034332,-5734,7988,-32768,926034332,7,9,1
adc,926007459,0.01912500150501728,926017001,0.1456250101327896,926026635,0.00787500012665987,926036348,-0.017875000834465027,,,,,,,,
mpu,,,,,,,,,926037458,-5734,7988,-32768,926037458,7,9,1
mpu,,,,,,,,,926040154,-5734,7988,-32768,926040154,7,9,1
mpu,,,,,,,,,926043155,-5686,8008,-32768,926043155,-2,3,8
mpu,,,,,,,,,926046070,-5686,8008,-32768,926046070,-2,3,8
mpu,,,,,,,,,926049001,-5686,8008,-32768,926049001,-2,3,8
mpu,,,,,,,,,926051987,-5686,8008,-32768,926051987,-2,3,8
mpu,,,,,,,,,926054923,-5686,8008,-32768,926054923,-2,3,8
mpu,,,,,,,,,926057814,-5686,8008,-32768,926057814,-2,3,8
mpu,,,,,,,,,926060762,-5686,8008,-32768,926060762,-2,3,8
mpu,,,,,,,,,926063707,-5686,8008,-32768,926063707,-2,3,8
mpu,,,,,,,,,926066683,-5686,8008,-32768,926066683,-2,3,8
mpu,,,,,,,,,926069658,-5686,8008,-32768,926069658,-2,3,8
mpu,,,,,,,,,926072599,-5686,8008,-32768,926072599,-2,3,8
adc,926045705,-0.005250000394880772,926055222,0.20662501454353333,926064852,0.007750000339001417,926074623,-0.01862500049173832,,,,,,,,
mpu,,,,,,,,,926075712,-5686,8008,-32768,926075712,-2,3,8
mpu,,,,,,,,,926078404,-5686,8008,-32768,926078404,-2,3,8
mpu,,,,,,,,,926081393,-5686,8008,-32768,926081393,-2,3,8
mpu,,,,,,,,,926084330,-5686,8008,-32768,926084330,-2,3,8
mpu,,,,,,,,,926087369,-5686,8008,-32768,926087369,-2,3,8
mpu,,,,,,,,,926090276,-5686,8008,-32768,926090276,-2,3,8
mpu,,,,,,,,,926093204,-5686,8008,-32768,926093204,-2,3,8
mpu,,,,,,,,,926096209,-5686,8008,-32768,926096209,-2,3,8
mpu,,,,,,,,,926099178,-5686,8008,-32768,926099178,-2,3,8
mpu,,,,,,,,,926102078,-5686,8008,-32768,926102078,-2,3,8
mpu,,,,,,,,,926105013,-5686,8008,-32768,926105013,-2,3,8
mpu,,,,,,,,,926107927,-5686,8008,-32768,926107927,-2,3,8
mpu,,,,,,,,,926110867,-5686,8008,-32768,926110867,-2,3,8
mpu,,,,,,,,,926113802,-5686,8008,-32768,926113802,-2,3,8
adc,926084641,-0.03687500208616257,926094375,0.22587500512599945,926104090,0.006875000428408384,926114099,-0.015500000678002834,,,,,,,,
mpu,,,,,,,,,926116259,-5686,8008,-32768,926116259,-2,3,8
mpu,,,,,,,,,926119185,-5686,8008,-32768,926119185,-2,3,8
mpu,,,,,,,,,926122121,-5686,8008,-32768,926122121,-2,3,8
mpu,,,,,,,,,926125005,-5686,8008,-32768,926125005,-2,3,8
mpu,,,,,,,,,926127916,-5686,8008,-32768,926127916,-2,3,8
mpu,,,,,,,,,926130849,-5686,8008,-32768,926130849,-2,3,8
mpu,,,,,,,,,926133782,-5686,8008,-32768,926133782,-2,3,8
mpu,,,,,,,,,926136691,-5686,8008,-32768,926136691,-2,3,8
mpu,,,,,,,,,926139634,-5686,8008,-32768,926139634,-2,3,8
mpu,,,,,,,,,926142556,-5836,7916,-32768,926142556,-1,7,6
mpu,,,,,,,,,926145569,-5836,7916,-32768,926145569,-1,7,6
mpu,,,,,,,,,926148514,-5836,7916,-32768,926148514,-1,7,6
mpu,,,,,,,,,926151380,-5836,7916,-32768,926151380,-1,7,6
adc,926124076,-0.0430000014603138,926134079,0.22812500596046448,926143709,0.006375000346451998,926153357,-0.014375000260770321,,,,,,,,
mpu,,,,,,,,,926154425,-5836,7916,-32768,926154425,-1,7,6
mpu,,,,,,,,,926157175,-5836,7916,-32768,926157175,-1,7,6
mpu,,,,,,,,,926160160,-5836,7916,-32768,926160160,-1,7,6
mpu,,,,,,,,,926163110,-5836,7916,-32768,926163110,-1,7,6
mpu,,,,,,,,,926165917,-5836,7916,-32768,926165917,-1,7,6
mpu,,,,,,,,,926168836,-5836,7916,-32768,926168836,-1,7,6
mpu,,,,,,,,,926171790,-5836,7916,-32768,926171790,-1,7,6
mpu,,,,,,,,,926174934,-5836,7916,-32768,926174934,-1,7,6
mpu,,,,,,,,,926177884,-5836,7916,-32768,926177884,-1,7,6
mpu,,,,,,,,,926180827,-5836,7916,-32768,926180827,-1,7,6
mpu,,,,,,,,,926183743,-5836,7916,-32768,926183743,-1,7,6
mpu,,,,,,,,,926186647,-5836,7916,-32768,926186647,-1,7,6
mpu,,,,,,,,,926189619,-5836,7916,-32768,926189619,-1,7,6
adc,926162947,-0.04787500202655792,926172980,0.21762500703334808,926182830,0.004124999977648258,926192342,-0.008875000290572643,,,,,,,,
mpu,,,,,,,,,926192558,-5836,7916,-32768,926192558,-1,7,6
mpu,,,,,,,,,926195542,-5836,7916,-32768,926195542,-1,7,6
mpu,,,,,,,,,926198822,-5836,7916,-32768,926198822,-1,7,6
mpu,,,,,,,,,926201724,-5836,7916,-32768,926201724,-1,7,6
mpu,,,,,,,,,926204633,-5836,7916,-32768,926204633,-1,7,6
mpu,,,,,,,,,926207575,-5836,7916,-32768,926207575,-1,7,6
mpu,,,,,,,,,926210524,-5836,7916,-32768,926210524,-1,7,6
mpu,,,,,,,,,926213500,-5836,7916,-32768,926213500,-1,7,6
mpu,,,,,,,,,926216490,-5836,7916,-32768,926216490,-1,7,6
mpu,,,,,,,,,926219455,-5836,7916,-32768,926219455,-1,7,6
mpu,,,,,,,,,926222410,-5836,7916,-32768,926222410,-1,7,6
mpu,,,,,,,,,926225322,-5836,7916,-32768,926225322,-1,7,6
mpu,,,,,,,,,926228287,-5836,7916,-32768,926228287,-1,7,6
adc,926202031,-0.04487500339746475,926211677,0.1927500069141388,926221503,-0.0001250000059371814,926231449,0.0023750001564621925,,,,,,,,
mpu,,,,,,,,,926231225,-5836,7916,-32768,926231225,-1,7,6
mpu,,,,,,,,,926233664,-5836,7916,-32768,926233664,-1,7,6
mpu,,,,,,,,,926236620,-5836,7916,-32768,926236620,-1,7,6
mpu,,,,,,,,,926239537,-5836,7916,-32768,926239537,-1,7,6
mpu,,,,,,,,,926242453,-5722,7926,-32768,926242453,6,13,6
mpu,,,,,,,,,926245341,-5722,7926,-32768,926245341,6,13,6
mpu,,,,,,,,,926248282,-5722,7926,-32768,926248282,6,13,6
mpu,,,,,,,,,926251188,-5722,7926,-32768,926251188,6,13,6
mpu,,,,,,,,,926254097,-5722,7926,-32768,926254097,6,13,6
mpu,,,,,,,,,926257039,-5722,7926,-32768,926257039,6,13,6
mpu,,,,,,,,,926259973,-5722,7926,-32768,926259973,6,13,6
mpu,,,,,,,,,926262877,-5722,7926,-32768,926262877,6,13,6
mpu,,,,,,,,,926265766,-5722,7926,-32768,926265766,6,13,6
mpu,,,,,,,,,926268701,-5722,7926,-32768,926268701,6,13,6
adc,926241636,-0.032999999821186066,926250811,0.17812500894069672,926260253,-0.002250000135973096,926269851,0.010000000707805157,,,,,,,,
mpu,,,,,,,,,926271743,-5722,7926,-32768,926271743,6,13,6
mpu,,,,,,,,,926274407,-5722,7926,-32768,926274407,6,13,6
mpu,,,,,,,,,926277392,-5722,7926,-32768,926277392,6,13,6
mpu,,,,,,,,,926280345,-5722,7926,-32768,926280345,6,13,6
mpu,,,,,,,,,926283256,-5722,7926,-32768,926283256,6,13,6
mpu,,,,,,,,,926286209,-5722,7926,-32768,926286209,6,13,6
mpu,,,,,,,,,926289142,-5722,7926,-32768,926289142,6,13,6
mpu,,,,,,,,,926292026,-5722,7926,-32768,926292026,6,13,6
mpu,,,,,,,,,926294969,-5722,7926,-32768,926294969,6,13,6
mpu,,,,,,,,,926297908,-5722,7926,-32768,926297908,6,13,6
mpu,,,,,,,,,926300894,-5722,7926,-32768,926300894,6,13,6
mpu,,,,,,,,,926303871,-5722,7926,-32768,926303871,6,13,6
mpu,,,,,,,,,926306854,-5722,7926,-32768,926306854,6,13,6
adc,926279956,0.004000000189989805,926289439,0.09775000810623169,926299066,-0.005250000394880772,926308854,0.016499999910593033,,,,,,,,
mpu,,,,,,,,,926309964,-5722,7926,-32768,926309964,6,13,6
mpu,,,,,,,,,926312627,-5722,7926,-32768,926312627,6,13,6
mpu,,,,,,,,,926315608,-5722,7926,-32768,926315608,6,13,6
mpu,,,,,,,,,926318551,-5722,7926,-32768,926318551,6,13,6
mpu,,,,,,,,,926321462,-5722,7926,-32768,926321462,6,13,6
mpu,,,,,,,,,926324401,-5722,7926,-32768,926324401,6,13,6
mpu,,,,,,,,,926327341,-5722,7926,-32768,926327341,6,13,6
mpu,,,,,,,,,926330320,-5722,7926,-32768,926330320,6,13,6
mpu,,,,,,,,,926333257,-5722,7926,-32768,926333257,6,13,6
mpu,,,,,,,,,926336154,-5722,7926,-32768,926336154,6,13,6
mpu,,,,,,,,,926339036,-5722,7926,-32768,926339036,6,13,6
mpu,,,,,,,,,926341961,-5672,7958,-32768,926341961,4,15,6
mpu,,,,,,,,,926344911,-5672,7958,-32768,926344911,4,15,6
adc,926318854,0.03225000202655792,926328494,0.03987500071525574,926338114,-0.006000000052154064,926347475,0.017750000581145287,,,,,,,,
mpu,,,,,,,,,926347901,-5672,7958,-32768,926347901,4,15,6
mpu,,,,,,,,,926350930,-5672,7958,-32768,926350930,4,15,6
mpu,,,,,,,,,926353382,-5672,7958,-32768,926353382,4,15,6
mpu,,,,,,,,,926356301,-5672,7958,-32768,926356301,4,15,6
mpu,,,,,,,,,926359279,-5672,7958,-32768,926359279,4,15,6
mpu,,,,,,,,,926362242,-5672,7958,-32768,926362242,4,15,6
mpu,,,,,,,,,926365189,-5672,7958,-32768,926365189,4,15,6
mpu,,,,,,,,,926368090,-5672,7958,-32768,926368090,4,15,6
mpu,,,,,,,,,926371107,-5672,7958,-32768,926371107,4,15,6
mpu,,,,,,,,,926374013,-5672,7958,-32768,926374013,4,15,6
mpu,,,,,,,,,926376949,-5672,7958,-32768,926376949,4,15,6
mpu,,,,,,,,,926379822,-5672,7958,-32768,926379822,4,15,6
mpu,,,,,,,,,926382746,-5672,7958,-32768,926382746,4,15,6
mpu,,,,,,,,,926385684,-5672,7958,-32768,926385684,4,15,6
adc,926357442,0.07100000232458115,926367244,-0.027250001206994057,926377241,-0.006375000346451998,926386827,0.01862500049173832,,,,,,,,
mpu,,,,,,,,,926388720,-5672,7958,-32768,926388720,4,15,6
mpu,,,,,,,,,926391427,-5672,7958,-32768,926391427,4,15,6
mpu,,,,,,,,,926394414,-5672,7958,-32768,926394414,4,15,6
mpu,,,,,,,,,926397366,-5672,7958,-32768,926397366,4,15,6
mpu,,,,,,,,,926400269,-5672,7958,-32768,926400269,4,15,6
mpu,,,,,,,,,926403175,-5672,7958,-32768,926403175,4,15,6
mpu,,,,,,,,,926406065,-5672,7958,-32768,926406065,4,15,6
mpu,,,,,,,,,926409056,-5672,7958,-32768,926409056,4,15,6
mpu,,,,,,,,,926411965,-5672,7958,-32768,926411965,4,15,6
mpu,,,,,,,,,926414909,-5672,7958,-32768,926414909,4,15,6
mpu,,,,,,,,,926417879,-5672,7958,-32768,926417879,4,15,6
mpu,,,,,,,,,926420841,-5672,7958,-32768,926420841,4,15,6
mpu,,,,,,,,,926423784,-5672,7958,-32768,926423784,4,15,6
adc,926396970,0.08625000715255737,926406285,-0.04650000110268593,926416051,-0.006625000387430191,926426309,0.019500000402331352,,,,,,,,
mpu,,,,,,,,,926427389,-5672,7958,-32768,926427389,4,15,6
mpu,,,,,,,,,926430049,-5672,7958,-32768,926430049,4,15,6
mpu,,,,,,,,,926433030,-5672,7958,-32768,926433030,4,15,6
mpu,,,,,,,,,926435968,-5672,7958,-32768,926435968,4,15,6
mpu,,,,,,,,,926438845,-5672,7958,-32768,926438845,4,15,6
mpu,,,,,,,,,926441808,-5664,7880,-32768,926441808,2,9,7
mpu,,,,,,,,,926444743,-5664,7880,-32768,926444743,2,9,7
mpu,,,,,,,,,926447715,-5664,7880,-32768,926447715,2,9,7
mpu,,,,,,,,,926450682,-5664,7880,-32768,926450682,2,9,7
mpu,,,,,,,,,926453613,-5664,7880,-32768,926453613,2,9,7
mpu,,,,,,,,,926456550,-5664,7880,-32768,926456550,2,9,7
mpu,,,,,,,,,926459441,-5664,7880,-32768,926459441,2,9,7
mpu,,,,,,,,,926462514,-5664,7880,-32768,926462514,2,9,7
adc,926436260,0.09837500751018524,926445882,-0.07262500375509262,926455620,-0.006625000387430191,926465065,0.020000001415610313,,,,,,,,
mpu,,,,,,,,,926465501,-5664,7880,-32768,926465501,2,9,7
mpu,,,,,,,,,926468486,-5664,7880,-32768,926468486,2,9,7
mpu,,,,,,,,,926470951,-5664,7880,-32768,926470951,2,9,7
mpu,,,,,,,,,926473869,-5664,7880,-32768,926473869,2,9,7
mpu,,,,,,,,,926476857,-5664,7880,-32768,926476857,2,9,7
mpu,,,,,,,,,926479810,-5664,7880,-32768,926479810,2,9,7
mpu,,,,,,,,,926482748,-5664,7880,-32768,926482748,2,9,7
mpu,,,,,,,,,926485676,-5664,7880,-32768,926485676,2,9,7
mpu,,,,,,,,,926488596,-5664,7880,-32768,926488596,2,9,7
mpu,,,,,,,,,926491541,-5664,7880,-32768,926491541,2,9,7
mpu,,,,,,,,,926494477,-5664,7880,-32768,926494477,2,9,7
mpu,,,,,,,,,926497361,-5664,7880,-32768,926497361,2,9,7
mpu,,,,,,,,,926500314,-5664,7880,-32768,926500314,2,9,7
mpu,,,,,,,,,926503229,-5664,7880,-32768,926503229,2,9,7
adc,926475023,0.12462500482797623,926484766,-0.10400000214576721,926494783,-0.0062500000931322575,926504369,0.019625000655651093,,,,,,,,
mpu,,,,,,,,,926506297,-5664,7880,-32768,926506297,2,9,7
mpu,,,,,,,,,926509669,-5664,7880,-32768,926509669,2,9,7
mpu,,,,,,,,,926512607,-5664,7880,-32768,926512607,2,9,7
mpu,,,,,,,,,926515484,-5664,7880,-32768,926515484,2,9,7
mpu,,,,,,,,,926518402,-5664,7880,-32768,926518402,2,9,7
mpu,,,,,,,,,926521345,-5664,7880,-32768,926521345,2,9,7
mpu,,,,,,,,,926524241,-5664,7880,-32768,926524241,2,9,7
mpu,,,,,,,,,926527156,-5664,7880,-32768,926527156,2,9,7
mpu,,,,,,,,,926530109,-5664,7880,-32768,926530109,2,9,7
mpu,,,,,,,,,926533009,-5664,7880,-32768,926533009,2,9,7
mpu,,,,,,,,,926535908,-5664,7880,-32768,926535908,2,9,7
mpu,,,,,,,,,926538853,-5664,7880,-32768,926538853,2,9,7
mpu,,,,,,,,,926541817,-5644,7966,-32768,926541817,1,12,6
adc,926513964,0.13500000536441803,926523851,-0.11512500792741776,926533308,-0.005000000353902578,926542970,0.014375000260770321,,,,,,,,
mpu,,,,,,,,,926544849,-5644,7966,-32768,926544849,1,12,6
mpu,,,,,,,,,926547522,-5644,7966,-32768,926547522,1,12,6
mpu,,,,,,,,,926550435,-5644,7966,-32768,926550435,1,12,6
mpu,,,,,,,,,926553346,-5644,7966,-32768,926553346,1,12,6
mpu,,,,,,,,,926556361,-5644,7966,-32768,926556361,1,12,6
mpu,,,,,,,,,926559257,-5644,7966,-32768,926559257,1,12,6
mpu,,,,,,,,,926562191,-5644,7966,-32768,926562191,1,12,6
mpu,,,,,,,,,926564996,-5644,7966,-32768,926564996,1,12,6
mpu,,,,,,,,,926567947,-5644,7966,-32768,926567947,1,12,6
mpu,,,,,,,,,926570894,-5644,7966,-32768,926570894,1,12,6
mpu,,,,,,,,,926573867,-5644,7966,-32768,926573867,1,12,6
mpu,,,,,,,,,926576814,-5644,7966,-32768,926576814,1,12,6
mpu,,,,,,,,,926579747,-5644,7966,-32768,926579747,1,12,6
adc,926552950,0.14537501335144043,926562034,-0.1080000028014183,926572041,-0.0002500000118743628,926581735,0.005000000353902578,,,,,,,,
mpu,,,,,,,,,926582820,-5644,7966,-32768,926582820,1,12,6
mpu,,,,,,,,,926585506,-5644,7966,-32768,926585506,1,12,6
mpu,,,,,,,,,926588498,-5644,7966,-32768,926588498,1,12,6
mpu,,,,,,,,,926591433,-5644,7966,-32768,926591433,1,12,6
mpu,,,,,,,,,926594328,-5644,7966,-32768,926594328,1,12,6
mpu,,,,,,,,,926597299,-5644,7966,-32768,926597299,1,12,6
mpu,,,,,,,,,926600193,-5644,7966,-32768,926600193,1,12,6
mpu,,,,,,,,,926603090,-5644,7966,-32768,926603090,1,12,6
mpu,,,,,,,,,926606056,-5644,7966,-32768,926606056,1,12,6
mpu,,,,,,,,,926608989,-5644,7966,-32768,926608989,1,12,6
mpu,,,,,,,,,926611909,-5644,7966,-32768,926611909,1,12,6
mpu,,,,,,,,,926614814,-5644,7966,-32768,926614814,1,12,6
mpu,,,,,,,,,926617756,-5644,7966,-32768,926617756,1,12,6
adc,926591730,0.13700000941753387,926601552,-0.07462500035762787,926611511,0.001500000013038516,926620905,0.0006250000442378223,,,,,,,,
mpu,,,,,,,,,926620690,-5644,7966,-32768,926620690,1,12,6
mpu,,,,,,,,,926623117,-5644,7966,-32768,926623117,1,12,6
mpu,,,,,,,,,926626021,-5644,7966,-32768,926626021,1,12,6
mpu,,,,,,,,,926628920,-5644,7966,-32768,926628920,1,12,6
mpu,,,,,,,,,926631865,-5644,7966,-32768,926631865,1,12,6
mpu,,,,,,,,,926634768,-5644,7966,-32768,926634768,1,12,6
mpu,,,,,,,,,926637711,-5644,7966,-32768,926637711,1,12,6
mpu,,,,,,,,,926640667,-5644,7966,-32768,926640667,1,12,6
mpu,,,,,,,,,926643563,-5656,7894,-32768,926643563,2,9,5
mpu,,,,,,,,,926646514,-5656,7894,-32768,926646514,2,9,5
mpu,,,,,,,,,926649471,-5656,7894,-32768,926649471,2,9,5
mpu,,,,,,,,,926652442,-5656,7894,-32768,926652442,2,9,5
mpu,,,,,,,,,926655379,-5656,7894,-32768,926655379,2,9,5
mpu,,,,,,,,,926658310,-5656,7894,-32768,926658310,2,9,5
adc,926630935,0.12125000357627869,926640965,-0.042125001549720764,926650611,0.0032500000670552254,926660337,-0.005375000182539225,,,,,,,,
mpu,,,,,,,,,926661265,-5656,7894,-32768,926661265,2,9,5
mpu,,,,,,,,,926663804,-5656,7894,-32768,926663804,2,9,5
mpu,,,,,,,,,926666272,-5656,7894,-32768,926666272,2,9,5
mpu,,,,,,,,,926669264,-5656,7894,-32768,926669264,2,9,5
mpu,,,,,,,,,926672171,-5656,7894,-32768,926672171,2,9,5
mpu,,,,,,,,,926675127,-5656,7894,-32768,926675127,2,9,5
mpu,,,,,,,,,926678030,-5656,7894,-32768,926678030,2,9,5
mpu,,,,,,,,,926681002,-5656,7894,-32768,926681002,2,9,5
mpu,,,,,,,,,926683964,-5656,7894,-32768,926683964,2,9,5
mpu,,,,,,,,,926686912,-5656,7894,-32768,926686912,2,9,5
mpu,,,,,,,,,926689855,-5656,7894,-32768,926689855,2,9,5
mpu,,,,,,,,,926692782,-5656,7894,-32768,926692782,2,9,5
mpu,,,,,,,,,926695739,-5656,7894,-32768,926695739,2,9,5
adc,926669568,0.10912500321865082,926679168,0.027375001460313797,926688594,0.007000000216066837,926698285,-0.015375000424683094,,,,,,,,
mpu,,,,,,,,,926698715,-5656,7894,-32768,926698715,2,9,5
mpu,,,,,,,,,926702066,-5656,7894,-32768,926702066,2,9,5
mpu,,,,,,,,,926704980,-5656,7894,-32768,926704980,2,9,5
mpu,,,,,,,,,926707907,-5656,7894,-32768,926707907,2,9,5
mpu,,,,,,,,,926710808,-5656,7894,-32768,926710808,2,9,5
mpu,,,,,,,,,926713764,-5656,7894,-32768,926713764,2,9,5
mpu,,,,,,,,,926716691,-5656,7894,-32768,926716691,2,9,5
