Time,Watts,Cadence
2025-07-01T19:50:01.000Z,167,64
2025-07-01T19:50:02.000Z,167,62
2025-07-01T19:50:03.000Z,167,62
2025-07-01T19:50:04.000Z,167,62
2025-07-01T19:50:05.000Z,166,61
2025-07-01T19:50:06.000Z,167,61
2025-07-01T19:50:07.000Z,167,60
2025-07-01T19:50:08.000Z,166,60
2025-07-01T19:50:09.000Z,166,60
2025-07-01T19:50:10.000Z,167,60
2025-07-01T19:50:11.000Z,169,60
2025-07-01T19:50:12.000Z,158,62
2025-07-01T19:50:13.000Z,139,62
2025-07-01T19:50:14.000Z,153,62
2025-07-01T19:50:15.000Z,160,61
2025-07-01T19:50:16.000Z,161,59
2025-07-01T19:50:17.000Z,160,59
2025-07-01T19:50:18.000Z,161,60
2025-07-01T19:50:19.000Z,163,60
2025-07-01T19:50:20.000Z,163,61
2025-07-01T19:50:21.000Z,163,61
2025-07-01T19:50:22.000Z,162,61
2025-07-01T19:50:23.000Z,161,60
2025-07-01T19:50:24.000Z,161,60
2025-07-01T19:50:25.000Z,160,60
2025-07-01T19:50:26.000Z,159,62
2025-07-01T19:50:27.000Z,171,62
2025-07-01T19:50:28.000Z,169,62
2025-07-01T19:50:29.000Z,168,62
2025-07-01T19:50:30.000Z,168,62
2025-07-01T19:50:31.000Z,167,62
2025-07-01T19:50:32.000Z,166,62
2025-07-01T19:50:33.000Z,167,61
2025-07-01T19:50:34.000Z,163,62
2025-07-01T19:50:35.000Z,167,62
2025-07-01T19:50:36.000Z,167,62
2025-07-01T19:50:37.000Z,167,62
2025-07-01T19:50:38.000Z,164,62
2025-07-01T19:50:39.000Z,166,61
2025-07-01T19:50:40.000Z,163,61
2025-07-01T19:50:41.000Z,165,60
2025-07-01T19:50:42.000Z,163,61
2025-07-01T19:50:43.000Z,166,61
2025-07-01T19:50:44.000Z,168,63
2025-07-01T19:50:45.000Z,161,63
2025-07-01T19:50:46.000Z,164,63
2025-07-01T19:50:47.000Z,163,62
2025-07-01T19:50:48.000Z,163,62
2025-07-01T19:50:49.000Z,162,62
2025-07-01T19:50:50.000Z,162,62
2025-07-01T19:50:51.000Z,163,63
2025-07-01T19:50:52.000Z,162,61
2025-07-01T19:50:53.000Z,161,61
2025-07-01T19:50:54.000Z,162,61
2025-07-01T19:50:55.000Z,160,60
2025-07-01T19:50:56.000Z,160,60
2025-07-01T19:50:57.000Z,161,60
2025-07-01T19:50:58.000Z,160,60
2025-07-01T19:50:59.000Z,162,61
2025-07-01T19:51:00.000Z,167,60
2025-07-01T19:51:01.000Z,173,60
2025-07-01T19:51:02.000Z,169,63
2025-07-01T19:51:03.000Z,169,63
2025-07-01T19:51:04.000Z,163,65
2025-07-01T19:51:05.000Z,166,62
2025-07-01T19:51:06.000Z,165,62
2025-07-01T19:51:07.000Z,166,62
2025-07-01T19:51:08.000Z,166,63
2025-07-01T19:51:09.000Z,170,63
2025-07-01T19:51:10.000Z,169,63
2025-07-01T19:51:11.000Z,166,63
2025-07-01T19:51:12.000Z,165,63
2025-07-01T19:51:13.000Z,166,63
2025-07-01T19:51:14.000Z,165,63
2025-07-01T19:51:15.000Z,163,63
2025-07-01T19:51:16.000Z,162,62
2025-07-01T19:51:17.000Z,161,62
2025-07-01T19:51:18.000Z,161,61
2025-07-01T19:51:19.000Z,161,61
2025-07-01T19:51:20.000Z,162,60
2025-07-01T19:51:21.000Z,165,61
2025-07-01T19:51:22.000Z,163,61
2025-07-01T19:51:23.000Z,162,62
2025-07-01T19:51:24.000Z,164,62
2025-07-01T19:51:25.000Z,162,62
2025-07-01T19:51:26.000Z,165,61
2025-07-01T19:51:27.000Z,169,61
2025-07-01T19:51:28.000Z,166,61
2025-07-01T19:51:29.000Z,165,62
2025-07-01T19:51:30.000Z,169,62
2025-07-01T19:51:31.000Z,170,64
2025-07-01T19:51:32.000Z,163,64
2025-07-01T19:51:33.000Z,165,64
2025-07-01T19:51:34.000Z,165,62
2025-07-01T19:51:35.000Z,161,62
2025-07-01T19:51:36.000Z,162,62
2025-07-01T19:51:37.000Z,158,61
2025-07-01T19:51:38.000Z,157,61
2025-07-01T19:51:39.000Z,159,60
2025-07-01T19:51:40.000Z,156,60
2025-07-01T19:51:41.000Z,160,61
2025-07-01T19:51:42.000Z,162,61
2025-07-01T19:51:43.000Z,163,61
2025-07-01T19:51:44.000Z,162,61
2025-07-01T19:51:45.000Z,162,61
2025-07-01T19:51:46.000Z,161,62
2025-07-01T19:51:47.000Z,165,62
2025-07-01T19:51:48.000Z,164,59
2025-07-01T19:51:49.000Z,163,61
2025-07-01T19:51:50.000Z,162,61
2025-07-01T19:51:51.000Z,162,62
2025-07-01T19:51:52.000Z,162,61
2025-07-01T19:51:53.000Z,162,61
2025-07-01T19:51:54.000Z,162,60
2025-07-01T19:51:55.000Z,160,60
2025-07-01T19:51:56.000Z,161,60
2025-07-01T19:51:57.000Z,160,60
2025-07-01T19:51:58.000Z,173,59
2025-07-01T19:51:59.000Z,166,62
2025-07-01T19:52:00.000Z,164,63
2025-07-01T19:52:01.000Z,163,63
2025-07-01T19:52:02.000Z,163,62
2025-07-01T19:52:03.000Z,162,62
2025-07-01T19:52:04.000Z,162,61
2025-07-01T19:52:05.000Z,164,60
2025-07-01T19:52:06.000Z,164,60
2025-07-01T19:52:07.000Z,163,61
2025-07-01T19:52:08.000Z,163,62
2025-07-01T19:52:09.000Z,163,62
2025-07-01T19:52:10.000Z,165,62
2025-07-01T19:52:11.000Z,165,62
2025-07-01T19:52:12.000Z,163,62
2025-07-01T19:52:13.000Z,164,61
2025-07-01T19:52:14.000Z,163,61
2025-07-01T19:52:15.000Z,163,61
2025-07-01T19:52:16.000Z,162,61
2025-07-01T19:52:17.000Z,163,62
2025-07-01T19:52:18.000Z,164,62
2025-07-01T19:52:19.000Z,164,62
2025-07-01T19:52:20.000Z,164,63
2025-07-01T19:52:21.000Z,163,63
2025-07-01T19:52:22.000Z,164,63
2025-07-01T19:52:23.000Z,175,62
2025-07-01T19:52:24.000Z,155,61
2025-07-01T19:52:25.000Z,164,61
2025-07-01T19:52:26.000Z,162,61
2025-07-01T19:52:27.000Z,163,61
2025-07-01T19:52:28.000Z,156,62
2025-07-01T19:52:29.000Z,161,62
2025-07-01T19:52:30.000Z,161,62
2025-07-01T19:52:31.000Z,160,62
2025-07-01T19:52:32.000Z,160,62
2025-07-01T19:52:33.000Z,156,60
2025-07-01T19:52:34.000Z,158,60
2025-07-01T19:52:35.000Z,160,60
2025-07-01T19:52:36.000Z,159,61
2025-07-01T19:52:37.000Z,159,61
2025-07-01T19:52:38.000Z,160,60
2025-07-01T19:52:39.000Z,160,61
2025-07-01T19:52:40.000Z,162,61
2025-07-01T19:52:41.000Z,162,61
2025-07-01T19:52:42.000Z,161,61
2025-07-01T19:52:43.000Z,162,61
2025-07-01T19:52:44.000Z,161,62
2025-07-01T19:52:45.000Z,158,62
2025-07-01T19:52:46.000Z,156,61
2025-07-01T19:52:47.000Z,157,61
2025-07-01T19:52:48.000Z,158,60
2025-07-01T19:52:49.000Z,159,61
2025-07-01T19:52:50.000Z,160,61
2025-07-01T19:52:51.000Z,160,61
2025-07-01T19:52:52.000Z,161,61
2025-07-01T19:52:53.000Z,160,61
2025-07-01T19:52:54.000Z,161,61
2025-07-01T19:52:55.000Z,164,61
2025-07-01T19:52:56.000Z,162,61
2025-07-01T19:52:57.000Z,162,62
2025-07-01T19:52:58.000Z,163,62
2025-07-01T19:52:59.000Z,161,62
2025-07-01T19:53:00.000Z,161,62
2025-07-01T19:53:01.000Z,160,62
2025-07-01T19:53:02.000Z,158,62
2025-07-01T19:53:03.000Z,161,62
2025-07-01T19:53:04.000Z,161,61
2025-07-01T19:53:05.000Z,160,62
2025-07-01T19:53:06.000Z,160,62
2025-07-01T19:53:07.000Z,159,62
2025-07-01T19:53:08.000Z,157,62
2025-07-01T19:53:09.000Z,156,61
2025-07-01T19:53:10.000Z,155,60
2025-07-01T19:53:11.000Z,159,60
2025-07-01T19:53:12.000Z,161,59
2025-07-01T19:53:13.000Z,163,59
2025-07-01T19:53:14.000Z,163,61
2025-07-01T19:53:15.000Z,164,61
2025-07-01T19:53:16.000Z,28,62
2025-07-01T19:53:17.000Z,8,62
2025-07-01T19:53:18.000Z,0,0
2025-07-01T19:53:19.000Z,0,0
2025-07-01T19:53:20.000Z,0,0
2025-07-01T19:53:21.000Z,0,0
2025-07-01T19:53:22.000Z,0,0
2025-07-01T19:53:23.000Z,0,0
2025-07-01T19:53:24.000Z,0,0
2025-07-01T19:53:25.000Z,0,0
2025-07-01T19:53:26.000Z,0,0
2025-07-01T19:53:27.000Z,0,0
2025-07-01T19:53:28.000Z,0,0
2025-07-01T19:53:29.000Z,0,0
2025-07-01T19:53:30.000Z,0,0
2025-07-01T19:53:31.000Z,0,0
2025-07-01T19:53:32.000Z,0,0
