type,t0,adc0,t1,adc1,t2,adc2,t3,adc3,t4,acc_x,acc_y,acc_z,t5,gyro_x,gyro_y,gyro_z
mpu,,,,,,,,,468781957,2686,16470,-32288,468781957,-11,13,-5
mpu,,,,,,,,,468784866,2686,16470,-32288,468784866,-11,13,-5
adc,468755707,0.29225000739097595,468765362,0.024000000208616257,468775649,2.01312518119812,468785171,2.117375135421753,,,,,,,,
mpu,,,,,,,,,468787323,2686,16470,-32288,468787323,-11,13,-5
mpu,,,,,,,,,468790299,2686,16470,-32288,468790299,-11,13,-5
mpu,,,,,,,,,468793240,2686,16470,-32288,468793240,-11,13,-5
mpu,,,,,,,,,468796188,2686,16470,-32288,468796188,-11,13,-5
mpu,,,,,,,,,468799098,2686,16470,-32288,468799098,-11,13,-5
mpu,,,,,,,,,468802058,2686,16470,-32288,468802058,-11,13,-5
mpu,,,,,,,,,468805006,2686,16470,-32288,468805006,-11,13,-5
mpu,,,,,,,,,468807968,2686,16470,-32288,468807968,-11,13,-5
mpu,,,,,,,,,468810926,2686,16470,-32288,468810926,-11,13,-5
mpu,,,,,,,,,468813828,2686,16470,-32288,468813828,-11,13,-5
mpu,,,,,,,,,468816746,2686,16470,-32288,468816746,-11,13,-5
mpu,,,,,,,,,468819683,2686,16470,-32288,468819683,-11,13,-5
mpu,,,,,,,,,468822631,2686,16470,-32288,468822631,-11,13,-5
adc,468795263,0.3008750081062317,468804307,0.06625000387430191,468813491,2.0148751735687256,468823176,2.118499994277954,,,,,,,,
mpu,,,,,,,,,468826240,2686,16470,-32288,468826240,-11,13,-5
mpu,,,,,,,,,468829268,2686,16470,-32288,468829268,-11,13,-5
mpu,,,,,,,,,468832223,2686,16470,-32288,468832223,-11,13,-5
mpu,,,,,,,,,468835098,2686,16470,-32288,468835098,-11,13,-5
mpu,,,,,,,,,468838055,2686,16470,-32288,468838055,-11,13,-5
mpu,,,,,,,,,468841001,2686,16470,-32288,468841001,-11,13,-5
mpu,,,,,,,,,468843963,2686,16470,-32288,468843963,-11,13,-5
mpu,,,,,,,,,468846926,2686,16470,-32288,468846926,-11,13,-5
mpu,,,,,,,,,468849851,2838,16218,-31896,468849851,-12,-3,2
mpu,,,,,,,,,468852797,2838,16218,-31896,468852797,-12,-3,2
mpu,,,,,,,,,468855759,2838,16218,-31896,468855759,-12,-3,2
mpu,,,,,,,,,468858657,2838,16218,-31896,468858657,-12,-3,2
mpu,,,,,,,,,468861607,2838,16218,-31896,468861607,-12,-3,2
adc,468832532,0.1392500102519989,468842137,0.04512500390410423,468852134,2.0173749923706055,468861913,2.122375011444092,,,,,,,,
mpu,,,,,,,,,468864068,2838,16218,-31896,468864068,-12,-3,2
mpu,,,,,,,,,468867008,2838,16218,-31896,468867008,-12,-3,2
mpu,,,,,,,,,468869910,2838,16218,-31896,468869910,-12,-3,2
mpu,,,,,,,,,468872853,2838,16218,-31896,468872853,-12,-3,2
mpu,,,,,,,,,468875786,2838,16218,-31896,468875786,-12,-3,2
mpu,,,,,,,,,468878721,2838,16218,-31896,468878721,-12,-3,2
mpu,,,,,,,,,468881689,2838,16218,-31896,468881689,-12,-3,2
mpu,,,,,,,,,468884563,2838,16218,-31896,468884563,-12,-3,2
mpu,,,,,,,,,468887498,2838,16218,-31896,468887498,-12,-3,2
mpu,,,,,,,,,468890417,2838,16218,-31896,468890417,-12,-3,2
mpu,,,,,,,,,468893384,2838,16218,-31896,468893384,-12,-3,2
mpu,,,,,,,,,468896346,2838,16218,-31896,468896346,-12,-3,2
mpu,,,,,,,,,468899272,2838,16218,-31896,468899272,-12,-3,2
adc,468872012,0.03837500140070915,468881988,0.06237500160932541,468891557,2.0088751316070557,468901296,2.1272501945495605,,,,,,,,
mpu,,,,,,,,,468902402,2838,16218,-31896,468902402,-12,-3,2
mpu,,,,,,,,,468905103,2838,16218,-31896,468905103,-12,-3,2
mpu,,,,,,,,,468908074,2838,16218,-31896,468908074,-12,-3,2
mpu,,,,,,,,,468911017,2838,16218,-31896,468911017,-12,-3,2
mpu,,,,,,,,,468913910,2838,16218,-31896,468913910,-12,-3,2
mpu,,,,,,,,,468916877,2838,16218,-31896,468916877,-12,-3,2
mpu,,,,,,,,,468919804,2838,16218,-31896,468919804,-12,-3,2
mpu,,,,,,,,,468922739,2838,16218,-31896,468922739,-12,-3,2
mpu,,,,,,,,,468925665,2838,16218,-31896,468925665,-12,-3,2
mpu,,,,,,,,,468928554,2838,16218,-31896,468928554,-12,-3,2
mpu,,,,,,,,,468931501,2838,16218,-31896,468931501,-12,-3,2
mpu,,,,,,,,,468934432,2838,16218,-31896,468934432,-12,-3,2
mpu,,,,,,,,,468937364,2838,16218,-31896,468937364,-12,-3,2
mpu,,,,,,,,,468940302,2838,16218,-31896,468940302,-12,-3,2
adc,468911321,0.00950000062584877,468921205,0.04937500134110451,468931087,2.008000135421753,468940604,2.120000123977661,,,,,,,,
mpu,,,,,,,,,468942773,2838,16218,-31896,468942773,-12,-3,2
mpu,,,,,,,,,468945698,2838,16218,-31896,468945698,-12,-3,2
mpu,,,,,,,,,468948606,2896,16282,-32430,468948606,11,21,12
mpu,,,,,,,,,468951549,2896,16282,-32430,468951549,11,21,12
mpu,,,,,,,,,468954465,2896,16282,-32430,468954465,11,21,12
mpu,,,,,,,,,468957416,2896,16282,-32430,468957416,11,21,12
mpu,,,,,,,,,468960346,2896,16282,-32430,468960346,11,21,12
mpu,,,,,,,,,468963235,2896,16282,-32430,468963235,11,21,12
mpu,,,,,,,,,468966174,2896,16282,-32430,468966174,11,21,12
mpu,,,,,,,,,468969120,2896,16282,-32430,468969120,11,21,12
mpu,,,,,,,,,468972106,2896,16282,-32430,468972106,11,21,12
mpu,,,,,,,,,468975025,2896,16282,-32430,468975025,11,21,12
mpu,,,,,,,,,468977969,2896,16282,-32430,468977969,11,21,12
adc,468950615,0.14275000989437103,468960640,-0.024250000715255737,468970277,2.0038750171661377,468980032,2.1171250343322754,,,,,,,,
mpu,,,,,,,,,468980909,2896,16282,-32430,468980909,11,21,12
mpu,,,,,,,,,468983410,2896,16282,-32430,468983410,11,21,12
mpu,,,,,,,,,468985897,2896,16282,-32430,468985897,11,21,12
mpu,,,,,,,,,468988803,2896,16282,-32430,468988803,11,21,12
mpu,,,,,,,,,468991770,2896,16282,-32430,468991770,11,21,12
mpu,,,,,,,,,468994712,2896,16282,-32430,468994712,11,21,12
mpu,,,,,,,,,468997615,2896,16282,-32430,468997615,11,21,12
mpu,,,,,,,,,469000537,2896,16282,-32430,469000537,11,21,12
mpu,,,,,,,,,469003438,2896,16282,-32430,469003438,11,21,12
mpu,,,,,,,,,469006395,2896,16282,-32430,469006395,11,21,12
mpu,,,,,,,,,469009327,2896,16282,-32430,469009327,11,21,12
mpu,,,,,,,,,469012223,2896,16282,-32430,469012223,11,21,12
mpu,,,,,,,,,469015170,2896,16282,-32430,469015170,11,21,12
mpu,,,,,,,,,469018115,2896,16282,-32430,469018115,11,21,12
adc,468989941,0.2160000056028366,468999601,0.029250001534819603,469009619,2.0122501850128174,469019271,2.123375177383423,,,,,,,,
mpu,,,,,,,,,469021177,2896,16282,-32430,469021177,11,21,12
mpu,,,,,,,,,469023906,2896,16282,-32430,469023906,11,21,12
mpu,,,,,,,,,469026860,2896,16282,-32430,469026860,11,21,12
mpu,,,,,,,,,469029805,2896,16282,-32430,469029805,11,21,12
mpu,,,,,,,,,469032766,2896,16282,-32430,469032766,11,21,12
mpu,,,,,,,,,469035705,2896,16282,-32430,469035705,11,21,12
mpu,,,,,,,,,469038652,2896,16282,-32430,469038652,11,21,12
mpu,,,,,,,,,469041528,2896,16282,-32430,469041528,11,21,12
mpu,,,,,,,,,469044477,2896,16282,-32430,469044477,11,21,12
mpu,,,,,,,,,469047409,2896,16282,-32430,469047409,11,21,12
mpu,,,,,,,,,469050387,3036,16184,-32058,469050387,-6,2,-8
mpu,,,,,,,,,469053339,3036,16184,-32058,469053339,-6,2,-8
mpu,,,,,,,,,469056293,3036,16184,-32058,469056293,-6,2,-8
adc,469029120,0.1548750102519989,469038946,0.03750000149011612,469048563,2.0103750228881836,469058309,2.122000217437744,,,,,,,,
mpu,,,,,,,,,469059421,3036,16184,-32058,469059421,-6,2,-8
mpu,,,,,,,,,469062167,3036,16184,-32058,469062167,-6,2,-8
mpu,,,,,,,,,469065100,3036,16184,-32058,469065100,-6,2,-8
mpu,,,,,,,,,469068048,3036,16184,-32058,469068048,-6,2,-8
mpu,,,,,,,,,469070948,3036,16184,-32058,469070948,-6,2,-8
mpu,,,,,,,,,469073903,3036,16184,-32058,469073903,-6,2,-8
mpu,,,,,,,,,469076789,3036,16184,-32058,469076789,-6,2,-8
mpu,,,,,,,,,469079785,3036,16184,-32058,469079785,-6,2,-8
mpu,,,,,,,,,469082746,3036,16184,-32058,469082746,-6,2,-8
mpu,,,,,,,,,469085685,3036,16184,-32058,469085685,-6,2,-8
mpu,,,,,,,,,469088631,3036,16184,-32058,469088631,-6,2,-8
mpu,,,,,,,,,469091542,3036,16184,-32058,469091542,-6,2,-8
mpu,,,,,,,,,469094488,3036,16184,-32058,469094488,-6,2,-8
mpu,,,,,,,,,469097451,3036,16184,-32058,469097451,-6,2,-8
adc,469068345,0.1391250044107437,469077953,0.1536250114440918,469087726,2.012500047683716,469097751,2.1157500743865967,,,,,,,,
mpu,,,,,,,,,469099910,3036,16184,-32058,469099910,-6,2,-8
mpu,,,,,,,,,469102848,3036,16184,-32058,469102848,-6,2,-8
mpu,,,,,,,,,469105799,3036,16184,-32058,469105799,-6,2,-8
mpu,,,,,,,,,469108749,3036,16184,-32058,469108749,-6,2,-8
mpu,,,,,,,,,469111666,3036,16184,-32058,469111666,-6,2,-8
mpu,,,,,,,,,469114609,3036,16184,-32058,469114609,-6,2,-8
mpu,,,,,,,,,469117550,3036,16184,-32058,469117550,-6,2,-8
mpu,,,,,,,,,469120445,3036,16184,-32058,469120445,-6,2,-8
mpu,,,,,,,,,469123393,3036,16184,-32058,469123393,-6,2,-8
mpu,,,,,,,,,469126314,3036,16184,-32058,469126314,-6,2,-8
mpu,,,,,,,,,469129285,3036,16184,-32058,469129285,-6,2,-8
mpu,,,,,,,,,469132252,3036,16184,-32058,469132252,-6,2,-8
mpu,,,,,,,,,469135211,3036,16184,-32058,469135211,-6,2,-8
adc,469107838,0.19437500834465027,469117862,0.2508750259876251,469127439,1.9840000867843628,469137238,2.118499994277954,,,,,,,,
mpu,,,,,,,,,469138343,3036,16184,-32058,469138343,-6,2,-8
mpu,,,,,,,,,469141218,3036,16184,-32058,469141218,-6,2,-8
mpu,,,,,,,,,469144148,3036,16184,-32058,469144148,-6,2,-8
mpu,,,,,,,,,469147079,3036,16184,-32058,469147079,-6,2,-8
mpu,,,,,,,,,469150007,2430,16440,-32278,469150007,-8,10,-22
mpu,,,,,,,,,469152966,2430,16440,-32278,469152966,-8,10,-22
mpu,,,,,,,,,469155902,2430,16440,-32278,469155902,-8,10,-22
mpu,,,,,,,,,469158716,2430,16440,-32278,469158716,-8,10,-22
mpu,,,,,,,,,469161619,2430,16440,-32278,469161619,-8,10,-22
mpu,,,,,,,,,469164559,2430,16440,-32278,469164559,-8,10,-22
mpu,,,,,,,,,469167527,2430,16440,-32278,469167527,-8,10,-22
mpu,,,,,,,,,469170475,2430,16440,-32278,469170475,-8,10,-22
mpu,,,,,,,,,469173424,2430,16440,-32278,469173424,-8,10,-22
adc,469146690,0.19950000941753387,469155747,0.2813750207424164,469165707,1.9227501153945923,469175431,2.114500045776367,,,,,,,,
mpu,,,,,,,,,469176516,2430,16440,-32278,469176516,-8,10,-22
mpu,,,,,,,,,469179205,2430,16440,-32278,469179205,-8,10,-22
mpu,,,,,,,,,469182189,2430,16440,-32278,469182189,-8,10,-22
mpu,,,,,,,,,469185126,2430,16440,-32278,469185126,-8,10,-22
mpu,,,,,,,,,469188034,2430,16440,-32278,469188034,-8,10,-22
mpu,,,,,,,,,469190960,2430,16440,-32278,469190960,-8,10,-22
mpu,,,,,,,,,469193905,2430,16440,-32278,469193905,-8,10,-22
mpu,,,,,,,,,469196862,2430,16440,-32278,469196862,-8,10,-22
mpu,,,,,,,,,469199831,2430,16440,-32278,469199831,-8,10,-22
mpu,,,,,,,,,469202723,2430,16440,-32278,469202723,-8,10,-22
mpu,,,,,,,,,469205673,2430,16440,-32278,469205673,-8,10,-22
mpu,,,,,,,,,469208577,2430,16440,-32278,469208577,-8,10,-22
mpu,,,,,,,,,469211481,2430,16440,-32278,469211481,-8,10,-22
mpu,,,,,,,,,469214441,2430,16440,-32278,469214441,-8,10,-22
adc,469185436,0.12250000238418579,469195039,0.1912500113248825,469204737,1.9066250324249268,469214745,2.1046249866485596,,,,,,,,
mpu,,,,,,,,,469216901,2430,16440,-32278,469216901,-8,10,-22
mpu,,,,,,,,,469219859,2430,16440,-32278,469219859,-8,10,-22
mpu,,,,,,,,,469222763,2430,16440,-32278,469222763,-8,10,-22
mpu,,,,,,,,,469225727,2430,16440,-32278,469225727,-8,10,-22
mpu,,,,,,,,,469228640,2430,16440,-32278,469228640,-8,10,-22
mpu,,,,,,,,,469231588,2430,16440,-32278,469231588,-8,10,-22
mpu,,,,,,,,,469234528,2430,16440,-32278,469234528,-8,10,-22
mpu,,,,,,,,,469237427,2430,16440,-32278,469237427,-8,10,-22
mpu,,,,,,,,,469240372,2430,16440,-32278,469240372,-8,10,-22
mpu,,,,,,,,,469243303,2430,16440,-32278,469243303,-8,10,-22
mpu,,,,,,,,,469246273,2430,16440,-32278,469246273,-8,10,-22
mpu,,,,,,,,,469249219,2704,16360,-32270,469249219,-31,-11,-13
mpu,,,,,,,,,469252172,2704,16360,-32270,469252172,-31,-11,-13
adc,469224816,0.07500000298023224,469234824,0.09025000780820847,469244438,1.9086251258850098,469254223,2.108250141143799,,,,,,,,
mpu,,,,,,,,,469255321,2704,16360,-32270,469255321,-31,-11,-13
mpu,,,,,,,,,469258163,2704,16360,-32270,469258163,-31,-11,-13
mpu,,,,,,,,,469261114,2704,16360,-32270,469261114,-31,-11,-13
mpu,,,,,,,,,469264061,2704,16360,-32270,469264061,-31,-11,-13
mpu,,,,,,,,,469267017,2704,16360,-32270,469267017,-31,-11,-13
mpu,,,,,,,,,469269955,2704,16360,-32270,469269955,-31,-11,-13
mpu,,,,,,,,,469272906,2704,16360,-32270,469272906,-31,-11,-13
mpu,,,,,,,,,469275714,2704,16360,-32270,469275714,-31,-11,-13
mpu,,,,,,,,,469278671,2704,16360,-32270,469278671,-31,-11,-13
mpu,,,,,,,,,469281614,2704,16360,-32270,469281614,-31,-11,-13
mpu,,,,,,,,,469284527,2704,16360,-32270,469284527,-31,-11,-13
mpu,,,,,,,,,469287487,2704,16360,-32270,469287487,-31,-11,-13
mpu,,,,,,,,,469290427,2704,16360,-32270,469290427,-31,-11,-13
adc,469263661,0.1328750103712082,469272759,0.033125001937150955,469281919,1.9308750629425049,469291606,2.1066250801086426,,,,,,,,
mpu,,,,,,,,,469293515,2704,16360,-32270,469293515,-31,-11,-13
mpu,,,,,,,,,469296294,2704,16360,-32270,469296294,-31,-11,-13
mpu,,,,,,,,,469299298,2704,16360,-32270,469299298,-31,-11,-13
mpu,,,,,,,,,469302259,2704,16360,-32270,469302259,-31,-11,-13
mpu,,,,,,,,,469305167,2704,16360,-32270,469305167,-31,-11,-13
mpu,,,,,,,,,469308124,2704,16360,-32270,469308124,-31,-11,-13
mpu,,,,,,,,,469311075,2704,16360,-32270,469311075,-31,-11,-13
mpu,,,,,,,,,469313997,2704,16360,-32270,469313997,-31,-11,-13
mpu,,,,,,,,,469316945,2704,16360,-32270,469316945,-31,-11,-13
mpu,,,,,,,,,469319850,2704,16360,-32270,469319850,-31,-11,-13
mpu,,,,,,,,,469322750,2704,16360,-32270,469322750,-31,-11,-13
mpu,,,,,,,,,469325687,2704,16360,-32270,469325687,-31,-11,-13
mpu,,,,,,,,,469328624,2704,16360,-32270,469328624,-31,-11,-13
adc,469301334,0.12800000607967377,469310673,0.07312500476837158,469320165,1.9560000896453857,469329789,2.0865001678466797,,,,,,,,
mpu,,,,,,,,,469331688,2704,16360,-32270,469331688,-31,-11,-13
mpu,,,,,,,,,469334331,2704,16360,-32270,469334331,-31,-11,-13
mpu,,,,,,,,,469337328,2704,16360,-32270,469337328,-31,-11,-13
mpu,,,,,,,,,469340282,2704,16360,-32270,469340282,-31,-11,-13
mpu,,,,,,,,,469343174,2704,16360,-32270,469343174,-31,-11,-13
mpu,,,,,,,,,469346134,2704,16360,-32270,469346134,-31,-11,-13
mpu,,,,,,,,,469349100,2840,16274,-32206,469349100,-61,-46,-32
mpu,,,,,,,,,469352006,2840,16274,-32206,469352006,-61,-46,-32
mpu,,,,,,,,,469354971,2840,16274,-32206,469354971,-61,-46,-32
mpu,,,,,,,,,469357919,2840,16274,-32206,469357919,-61,-46,-32
mpu,,,,,,,,,469360829,2840,16274,-32206,469360829,-61,-46,-32
mpu,,,,,,,,,469363757,2840,16274,-32206,469363757,-61,-46,-32
mpu,,,,,,,,,469366669,2840,16274,-32206,469366669,-61,-46,-32
adc,469339887,0.23737500607967377,469349402,0.07262500375509262,469359297,1.9497500658035278,469369201,2.061500072479248,,,,,,,,
mpu,,,,,,,,,469370285,2840,16274,-32206,469370285,-61,-46,-32
mpu,,,,,,,,,469372845,2840,16274,-32206,469372845,-61,-46,-32
mpu,,,,,,,,,469375353,2840,16274,-32206,469375353,-61,-46,-32
mpu,,,,,,,,,469378270,2840,16274,-32206,469378270,-61,-46,-32
mpu,,,,,,,,,469381172,2840,16274,-32206,469381172,-61,-46,-32
mpu,,,,,,,,,469384146,2840,16274,-32206,469384146,-61,-46,-32
mpu,,,,,,,,,469387086,2840,16274,-32206,469387086,-61,-46,-32
mpu,,,,,,,,,469390071,2840,16274,-32206,469390071,-61,-46,-32
mpu,,,,,,,,,469393045,2840,16274,-32206,469393045,-61,-46,-32
mpu,,,,,,,,,469395952,2840,16274,-32206,469395952,-61,-46,-32
mpu,,,,,,,,,469398913,2840,16274,-32206,469398913,-61,-46,-32
mpu,,,,,,,,,469401877,2840,16274,-32206,469401877,-61,-46,-32
mpu,,,,,,,,,469404768,2840,16274,-32206,469404768,-61,-46,-32
adc,469378580,0.4098750054836273,469388240,-0.022875001654028893,469397700,1.9941251277923584,469407298,2.0466251373291016,,,,,,,,
mpu,,,,,,,,,469407716,2840,16274,-32206,469407716,-61,-46,-32
mpu,,,,,,,,,469411059,2840,16274,-32206,469411059,-61,-46,-32
mpu,,,,,,,,,469414075,2840,16274,-32206,469414075,-61,-46,-32
mpu,,,,,,,,,469417007,2840,16274,-32206,469417007,-61,-46,-32
mpu,,,,,,,,,469419837,2840,16274,-32206,469419837,-61,-46,-32
mpu,,,,,,,,,469422765,2840,16274,-32206,469422765,-61,-46,-32
mpu,,,,,,,,,469425715,2840,16274,-32206,469425715,-61,-46,-32
mpu,,,,,,,,,469428710,2840,16274,-32206,469428710,-61,-46,-32
mpu,,,,,,,,,469431679,2840,16274,-32206,469431679,-61,-46,-32
mpu,,,,,,,,,469434638,2840,16274,-32206,469434638,-61,-46,-32
mpu,,,,,,,,,469437591,2840,16274,-32206,469437591,-61,-46,-32
mpu,,,,,,,,,469440528,2840,16274,-32206,469440528,-61,-46,-32
mpu,,,,,,,,,469443426,2840,16274,-32206,469443426,-61,-46,-32
mpu,,,,,,,,,469446380,2840,16274,-32206,469446380,-61,-46,-32
adc,469416865,0.41825002431869507,469426874,-0.14087501168251038,469436652,2.0113751888275146,469446690,2.060375213623047,,,,,,,,
mpu,,,,,,,,,469448850,2688,16396,-31714,469448850,-89,-60,-37
mpu,,,,,,,,,469451804,2688,16396,-31714,469451804,-89,-60,-37
mpu,,,,,,,,,469454745,2688,16396,-31714,469454745,-89,-60,-37
mpu,,,,,,,,,469457710,2688,16396,-31714,469457710,-89,-60,-37
mpu,,,,,,,,,469460643,2688,16396,-31714,469460643,-89,-60,-37
mpu,,,,,,,,,469463556,2688,16396,-31714,469463556,-89,-60,-37
mpu,,,,,,,,,469466501,2688,16396,-31714,469466501,-89,-60,-37
mpu,,,,,,,,,469469425,2688,16396,-31714,469469425,-89,-60,-37
mpu,,,,,,,,,469472383,2688,16396,-31714,469472383,-89,-60,-37
mpu,,,,,,,,,469475329,2688,16396,-31714,469475329,-89,-60,-37
mpu,,,,,,,,,469478166,2688,16396,-31714,469478166,-89,-60,-37
mpu,,,,,,,,,469481102,2688,16396,-31714,469481102,-89,-60,-37
mpu,,,,,,,,,469484058,2688,16396,-31714,469484058,-89,-60,-37
adc,469456765,0.1797500103712082,469466094,-0.18437500298023224,469475145,2.046250104904175,469484586,2.079500198364258,,,,,,,,
mpu,,,,,,,,,469487045,2688,16396,-31714,469487045,-89,-60,-37
mpu,,,,,,,,,469489790,2688,16396,-31714,469489790,-89,-60,-37
mpu,,,,,,,,,469492800,2688,16396,-31714,469492800,-89,-60,-37
mpu,,,,,,,,,469495755,2688,16396,-31714,469495755,-89,-60,-37
mpu,,,,,,,,,469498655,2688,16396,-31714,469498655,-89,-60,-37
mpu,,,,,,,,,469501629,2688,16396,-31714,469501629,-89,-60,-37
mpu,,,,,,,,,469504561,2688,16396,-31714,469504561,-89,-60,-37
mpu,,,,,,,,,469507453,2688,16396,-31714,469507453,-89,-60,-37
mpu,,,,,,,,,469510389,2688,16396,-31714,469510389,-89,-60,-37
mpu,,,,,,,,,469513337,2688,16396,-31714,469513337,-89,-60,-37
mpu,,,,,,,,,469516324,2688,16396,-31714,469516324,-89,-60,-37
mpu,,,,,,,,,469519308,2688,16396,-31714,469519308,-89,-60,-37
mpu,,,,,,,,,469522250,2688,16396,-31714,469522250,-89,-60,-37
adc,469494838,0.22437500953674316,469504863,-0.11337500810623169,469514484,2.0652501583099365,469524282,2.0920000076293945,,,,,,,,
mpu,,,,,,,,,469525385,2688,16396,-31714,469525385,-89,-60,-37
mpu,,,,,,,,,469528215,2688,16396,-31714,469528215,-89,-60,-37
mpu,,,,,,,,,469531138,2688,16396,-31714,469531138,-89,-60,-37
