type,t0,adc0,t1,adc1,t2,adc2,t3,adc3,t4,acc_x,acc_y,acc_z,t5,gyro_x,gyro_y,gyro_z
mpu,,,,,,,,,1546833743.0,4274.0,12994.0,-27966.0,1546833743.0,-1146.0,-42.0,660.0
mpu,,,,,,,,,1546933740.0,3060.0,8996.0,-28866.0,1546933740.0,-89.0,30.0,245.0
mpu,,,,,,,,,1547033728.0,2066.0,3118.0,-31094.0,1547033728.0,896.0,-57.0,-379.0
mpu,,,,,,,,,1547134208.0,4964.0,5638.0,-28648.0,1547134208.0,1216.0,-60.0,-1131.0
mpu,,,,,,,,,1547233745.0,2680.0,11394.0,-26546.0,1547233745.0,1315.0,400.0,-954.0
mpu,,,,,,,,,1547333730.0,4392.0,16576.0,-24742.0,1547333730.0,1472.0,56.0,-550.0
mpu,,,,,,,,,1547433737.0,3144.0,26810.0,-31152.0,1547433737.0,1278.0,-392.0,-379.0
mpu,,,,,,,,,1547534131.0,-1922.0,26160.0,-32768.0,1547534131.0,479.0,14.0,-111.0
mpu,,,,,,,,,1547633745.0,-574.0,26530.0,-32768.0,1547633745.0,-1097.0,30.0,524.0
mpu,,,,,,,,,1547733731.0,2838.0,21506.0,-31164.0,1547733731.0,-2141.0,201.0,1162.0
mpu,,,,,,,,,1547833734.0,2386.0,20024.0,-26402.0,1547833734.0,-2001.0,269.0,914.0
mpu,,,,,,,,,1547934255.0,1504.0,13878.0,-25032.0,1547934255.0,-1371.0,-48.0,753.0
mpu,,,,,,,,,1548033734.0,5338.0,7240.0,-28506.0,1548033734.0,-201.0,-167.0,268.0
mpu,,,,,,,,,1548133735.0,274.0,2244.0,-30826.0,1548133735.0,858.0,-51.0,-472.0
mpu,,,,,,,,,1548233736.0,4460.0,3582.0,-28852.0,1548233736.0,1310.0,-34.0,-1200.0
mpu,,,,,,,,,1548333844.0,2342.0,10972.0,-29448.0,1548333844.0,1458.0,490.0,-975.0
mpu,,,,,,,,,1548433760.0,6428.0,17318.0,-26414.0,1548433760.0,1476.0,1.0,-478.0
mpu,,,,,,,,,1548533732.0,470.0,27034.0,-32410.0,1548533732.0,1241.0,-372.0,-301.0
mpu,,,,,,,,,1548633763.0,-1068.0,29590.0,-32768.0,1548633763.0,258.0,33.0,-4.0
mpu,,,,,,,,,1548733833.0,-1990.0,26024.0,-32768.0,1548733833.0,-1524.0,15.0,717.0
mpu,,,,,,,,,1548833776.0,1590.0,21298.0,-31730.0,1548833776.0,-2337.0,177.0,1234.0
mpu,,,,,,,,,1548933740.0,3310.0,15340.0,-28220.0,1548933740.0,-1900.0,162.0,951.0
mpu,,,,,,,,,1549033731.0,2088.0,9674.0,-28148.0,1549033731.0,-924.0,-23.0,603.0
mpu,,,,,,,,,1549133864.0,2992.0,3180.0,-29668.0,1549133864.0,381.0,-134.0,-66.0
mpu,,,,,,,,,1549233747.0,3262.0,2838.0,-28246.0,1549233747.0,1149.0,-136.0,-945.0
mpu,,,,,,,,,1549333735.0,854.0,3350.0,-29646.0,1549333735.0,1431.0,164.0,-1193.0
mpu,,,,,,,,,1549433736.0,4026.0,12234.0,-25990.0,1549433736.0,1536.0,261.0,-721.0
mpu,,,,,,,,,1549534094.0,4812.0,24468.0,-27858.0,1549534094.0,1445.0,-190.0,-418.0
mpu,,,,,,,,,1549633744.0,3358.0,28420.0,-32768.0,1549633744.0,657.0,-168.0,-173.0
mpu,,,,,,,,,1549733735.0,-334.0,29036.0,-32768.0,1549733735.0,-908.0,-62.0,427.0
mpu,,,,,,,,,1549833731.0,234.0,23616.0,-31734.0,1549833731.0,-2232.0,213.0,1226.0
mpu,,,,,,,,,1549934113.0,2404.0,17396.0,-30334.0,1549934113.0,-2062.0,262.0,1116.0
mpu,,,,,,,,,1550033733.0,3550.0,10780.0,-29076.0,1550033733.0,-1276.0,-3.0,745.0
mpu,,,,,,,,,1550133738.0,2894.0,4580.0,-28736.0,1550133738.0,54.0,-92.0,134.0
mpu,,,,,,,,,1550233792.0,-2970.0,1390.0,-30586.0,1550233792.0,1025.0,-296.0,-798.0
mpu,,,,,,,,,1550334413.0,3714.0,2830.0,-25894.0,1550334413.0,1446.0,86.0,-1316.0
mpu,,,,,,,,,1550433745.0,5442.0,11754.0,-24542.0,1550433745.0,1597.0,366.0,-814.0
mpu,,,,,,,,,1550533736.0,3966.0,23204.0,-27730.0,1550533736.0,1526.0,-9.0,-509.0
mpu,,,,,,,,,1550633735.0,1148.0,29686.0,-32768.0,1550633735.0,866.0,-262.0,-197.0
mpu,,,,,,,,,1550734135.0,-928.0,31124.0,-32768.0,1550734135.0,-724.0,-26.0,381.0
mpu,,,,,,,,,1550833774.0,-928.0,31124.0,-32768.0,1550833774.0,-724.0,-26.0,381.0
mpu,,,,,,,,,1550933737.0,2340.0,23930.0,-30244.0,1550933737.0,-2343.0,221.0,1250.0
mpu,,,,,,,,,1551033736.0,2424.0,18824.0,-31192.0,1551033736.0,-2210.0,220.0,1158.0
mpu,,,,,,,,,1551134103.0,3000.0,10232.0,-27652.0,1551134103.0,-1338.0,46.0,752.0
mpu,,,,,,,,,1551233743.0,2528.0,4026.0,-28878.0,1551233743.0,43.0,-127.0,95.0
mpu,,,,,,,,,1551333735.0,-2468.0,738.0,-29882.0,1551333735.0,1095.0,-299.0,-794.0
mpu,,,,,,,,,1551433738.0,4548.0,3200.0,-24796.0,1551433738.0,1475.0,105.0,-1295.0
mpu,,,,,,,,,1551533800.0,7412.0,13440.0,-19890.0,1551533800.0,1580.0,385.0,-853.0
mpu,,,,,,,,,1551633748.0,3622.0,25748.0,-28160.0,1551633748.0,1501.0,-108.0,-522.0
mpu,,,,,,,,,1551733744.0,824.0,28370.0,-32768.0,1551733744.0,838.0,-271.0,-201.0
mpu,,,,,,,,,1551833736.0,-2386.0,31662.0,-32768.0,1551833736.0,-740.0,26.0,388.0
mpu,,,,,,,,,1551934420.0,1980.0,23480.0,-31252.0,1551934420.0,-2386.0,154.0,1196.0
mpu,,,,,,,,,1552033730.0,2280.0,17718.0,-30026.0,1552033730.0,-2204.0,207.0,1110.0
mpu,,,,,,,,,1552133734.0,512.0,10846.0,-27706.0,1552133734.0,-1214.0,50.0,867.0
mpu,,,,,,,,,1552233738.0,4060.0,5214.0,-29922.0,1552233738.0,214.0,-235.0,196.0
mpu,,,,,,,,,1552334354.0,-354.0,2116.0,-27250.0,1552334354.0,1097.0,-164.0,-870.0
mpu,,,,,,,,,1552433746.0,2152.0,1406.0,-27140.0,1552433746.0,1459.0,112.0,-1352.0
mpu,,,,,,,,,1552533743.0,5072.0,14210.0,-23970.0,1552533743.0,1561.0,378.0,-848.0
mpu,,,,,,,,,1552633742.0,6462.0,27212.0,-28040.0,1552633742.0,1484.0,-173.0,-472.0
mpu,,,,,,,,,1552734416.0,-96.0,28824.0,-32768.0,1552734416.0,638.0,-182.0,-91.0
mpu,,,,,,,,,1552833750.0,-3226.0,29458.0,-32768.0,1552833750.0,-1152.0,-26.0,587.0
mpu,,,,,,,,,1552933740.0,678.0,22762.0,-31264.0,1552933740.0,-2456.0,309.0,1308.0
mpu,,,,,,,,,1553033741.0,1720.0,15392.0,-29476.0,1553033741.0,-2011.0,182.0,1112.0
mpu,,,,,,,,,1553133789.0,2102.0,11280.0,-27512.0,1553133789.0,-870.0,2.0,711.0
mpu,,,,,,,,,1553233745.0,2876.0,2164.0,-30356.0,1553233745.0,485.0,-289.0,-179.0
mpu,,,,,,,,,1553333760.0,4398.0,-1696.0,-32768.0,1553333760.0,1221.0,-151.0,-1229.0
mpu,,,,,,,,,1553433736.0,4832.0,6668.0,-23844.0,1553433736.0,1535.0,284.0,-1257.0
mpu,,,,,,,,,1553534306.0,5404.0,19404.0,-23710.0,1553534306.0,1632.0,270.0,-698.0
mpu,,,,,,,,,1553633743.0,2540.0,27562.0,-31250.0,1553633743.0,1347.0,-377.0,-348.0
mpu,,,,,,,,,1553733737.0,2686.0,30572.0,-32768.0,1553733737.0,39.0,23.0,127.0
mpu,,,,,,,,,1553833743.0,-112.0,26116.0,-32768.0,1553833743.0,-1962.0,-41.0,977.0
mpu,,,,,,,,,1553933821.0,3802.0,23766.0,-26654.0,1553933821.0,-2462.0,2.0,1420.0
mpu,,,,,,,,,1554033738.0,3634.0,8768.0,-32768.0,1554033738.0,-2082.0,-12.0,1525.0
mpu,,,,,,,,,1554133740.0,4680.0,8638.0,-23094.0,1554133740.0,-238.0,317.0,458.0
mpu,,,,,,,,,1554233739.0,-410.0,-1536.0,-32768.0,1554233739.0,789.0,-518.0,-760.0
mpu,,,,,,,,,1554333836.0,6774.0,1900.0,-26812.0,1554333836.0,1315.0,-261.0,-1627.0
mpu,,,,,,,,,1554433750.0,8036.0,11758.0,-20716.0,1554433750.0,1586.0,490.0,-1141.0
mpu,,,,,,,,,1554533728.0,4938.0,25848.0,-22184.0,1554533728.0,1672.0,36.0,-646.0
mpu,,,,,,,,,1554633732.0,-1992.0,31202.0,-27546.0,1554633732.0,761.0,-396.0,-136.0
mpu,,,,,,,,,1554733873.0,3580.0,29582.0,-32768.0,1554733873.0,-975.0,-2.0,594.0
mpu,,,,,,,,,1554833745.0,2394.0,25794.0,-30556.0,1554833745.0,-2304.0,308.0,1369.0
mpu,,,,,,,,,1554933736.0,3508.0,17412.0,-27980.0,1554933736.0,-2070.0,126.0,1251.0
mpu,,,,,,,,,1555033743.0,3696.0,9616.0,-26090.0,1555033743.0,-1067.0,-22.0,751.0
mpu,,,,,,,,,1555133794.0,1542.0,270.0,-31182.0,1555133794.0,517.0,62.0,-226.0
mpu,,,,,,,,,1555233752.0,4038.0,-1510.0,-32768.0,1555233752.0,1257.0,-289.0,-1169.0
mpu,,,,,,,,,1555333734.0,5280.0,4028.0,-31228.0,1555333734.0,1658.0,370.0,-1307.0
mpu,,,,,,,,,1555433738.0,4894.0,18610.0,-20932.0,1555433738.0,1741.0,324.0,-783.0
mpu,,,,,,,,,1555533801.0,4800.0,28332.0,-26070.0,1555533801.0,1300.0,-494.0,-363.0
mpu,,,,,,,,,1555633742.0,686.0,31614.0,-32768.0,1555633742.0,-105.0,-78.0,197.0
mpu,,,,,,,,,1555733741.0,-146.0,26874.0,-30326.0,1555733741.0,-1816.0,77.0,1066.0
mpu,,,,,,,,,1555833734.0,1338.0,19204.0,-30076.0,1555833734.0,-2438.0,316.0,1330.0
mpu,,,,,,,,,1555933799.0,964.0,12752.0,-27308.0,1555933799.0,-1568.0,48.0,1078.0
mpu,,,,,,,,,1556033733.0,2806.0,4838.0,-27596.0,1556033733.0,-181.0,-13.0,309.0
mpu,,,,,,,,,1556133737.0,-516.0,-346.0,-28726.0,1556133737.0,1002.0,-133.0,-797.0
mpu,,,,,,,,,1556233741.0,5032.0,180.0,-22100.0,1556233741.0,1499.0,97.0,-1368.0
mpu,,,,,,,,,1556333810.0,3876.0,16220.0,-22296.0,1556333810.0,1655.0,498.0,-961.0
mpu,,,,,,,,,1556433743.0,5646.0,25598.0,-23852.0,1556433743.0,1579.0,-131.0,-581.0
mpu,,,,,,,,,1556533729.0,60.0,28954.0,-32768.0,1556533729.0,692.0,-322.0,-61.0
mpu,,,,,,,,,1556633735.0,52.0,30270.0,-32768.0,1556633735.0,-1021.0,130.0,599.0
mpu,,,,,,,,,1556733852.0,3910.0,25346.0,-31352.0,1556733852.0,-2340.0,293.0,1316.0
mpu,,,,,,,,,1556833744.0,1888.0,15528.0,-31156.0,1556833744.0,-2077.0,185.0,1156.0
mpu,,,,,,,,,1556933736.0,3364.0,9620.0,-24980.0,1556933736.0,-1041.0,-46.0,611.0
mpu,,,,,,,,,1557033732.0,3908.0,992.0,-31416.0,1557033732.0,439.0,-286.0,-270.0
mpu,,,,,,,,,1557133747.0,2984.0,-632.0,-32768.0,1557133747.0,1229.0,-195.0,-1122.0
mpu,,,,,,,,,1557233740.0,4158.0,5704.0,-23224.0,1557233740.0,1642.0,452.0,-1195.0
mpu,,,,,,,,,1557333734.0,1190.0,18070.0,-21204.0,1557333734.0,1672.0,296.0,-809.0
mpu,,,,,,,,,1557433739.0,5824.0,29038.0,-29858.0,1557433739.0,1313.0,-507.0,-358.0
mpu,,,,,,,,,1557533741.0,1242.0,30064.0,-32768.0,1557533741.0,34.0,78.0,164.0
mpu,,,,,,,,,1557633733.0,-2332.0,25608.0,-32768.0,1557633733.0,-1975.0,214.0,1048.0
mpu,,,,,,,,,1557733740.0,1692.0,19052.0,-31474.0,1557733740.0,-2385.0,235.0,1287.0
mpu,,,,,,,,,1557833744.0,2640.0,12240.0,-27884.0,1557833744.0,-1680.0,70.0,966.0
mpu,,,,,,,,,1557933741.0,1900.0,5384.0,-27946.0,1557933741.0,-264.0,-98.0,259.0
mpu,,,,,,,,,1558033727.0,-2730.0,156.0,-32344.0,1558033727.0,979.0,-315.0,-718.0
mpu,,,,,,,,,1558133732.0,5666.0,-538.0,-24148.0,1558133732.0,1529.0,122.0,-1396.0
mpu,,,,,,,,,1558233734.0,5376.0,13748.0,-25010.0,1558233734.0,1685.0,438.0,-950.0
mpu,,,,,,,,,1558333752.0,6342.0,26442.0,-22532.0,1558333752.0,1590.0,-135.0,-493.0
mpu,,,,,,,,,1558433737.0,780.0,30066.0,-32768.0,1558433737.0,659.0,-293.0,-96.0
mpu,,,,,,,,,1558533736.0,2372.0,29674.0,-32768.0,1558533736.0,-1102.0,64.0,615.0
mpu,,,,,,,,,1558633736.0,2988.0,25006.0,-32768.0,1558633736.0,-2437.0,269.0,1260.0
mpu,,,,,,,,,1558733758.0,2474.0,15360.0,-28736.0,1558733758.0,-2074.0,187.0,1154.0
mpu,,,,,,,,,1558833734.0,3398.0,10044.0,-25984.0,1558833734.0,-877.0,-20.0,660.0
mpu,,,,,,,,,1558933731.0,2630.0,464.0,-31320.0,1558933731.0,523.0,-351.0,-232.0
mpu,,,,,,,,,1559033728.0,3288.0,-3278.0,-32768.0,1559033728.0,1354.0,-181.0,-1187.0
mpu,,,,,,,,,1559133751.0,1598.0,9968.0,-27968.0,1559133751.0,1608.0,398.0,-1270.0
mpu,,,,,,,,,1559233740.0,15094.0,18752.0,-24428.0,1559233740.0,1660.0,41.0,-642.0
mpu,,,,,,,,,1559333730.0,3298.0,29498.0,-30356.0,1559333730.0,1160.0,-261.0,-333.0
mpu,,,,,,,,,1559433735.0,-2248.0,32604.0,-32768.0,1559433735.0,-286.0,46.0,272.0
mpu,,,,,,,,,1559533747.0,-1180.0,24742.0,-32096.0,1559533747.0,-2081.0,149.0,1111.0
mpu,,,,,,,,,1559633751.0,3582.0,21346.0,-29332.0,1559633751.0,-2289.0,284.0,1253.0
mpu,,,,,,,,,1559733740.0,2198.0,11418.0,-27486.0,1559733740.0,-1567.0,43.0,871.0
mpu,,,,,,,,,1559833738.0,-52.0,2122.0,-27468.0,1559833738.0,-66.0,-74.0,169.0
mpu,,,,,,,,,1559933749.0,-2762.0,-572.0,-30518.0,1559933749.0,1088.0,-300.0,-849.0
mpu,,,,,,,,,1560033732.0,3320.0,1440.0,-27542.0,1560033732.0,1622.0,184.0,-1432.0
mpu,,,,,,,,,1560133741.0,9784.0,13402.0,-17508.0,1560133741.0,1681.0,419.0,-916.0
mpu,,,,,,,,,1560233735.0,5902.0,28192.0,-28554.0,1560233735.0,1527.0,-144.0,-442.0
mpu,,,,,,,,,1560333748.0,-2332.0,31418.0,-31242.0,1560333748.0,469.0,-288.0,-72.0
mpu,,,,,,,,,1560433762.0,-158.0,29166.0,-32768.0,1560433762.0,-1454.0,113.0,734.0
mpu,,,,,,,,,1560533737.0,4460.0,23446.0,-30134.0,1560533737.0,-2586.0,238.0,1349.0
mpu,,,,,,,,,1560633730.0,2504.0,15174.0,-26900.0,1560633730.0,-1929.0,150.0,1092.0
mpu,,,,,,,,,1560733743.0,2644.0,7958.0,-27052.0,1560733743.0,-654.0,-59.0,529.0
mpu,,,,,,,,,1560833735.0,1432.0,218.0,-32040.0,1560833735.0,727.0,-327.0,-446.0
mpu,,,,,,,,,1560933734.0,5610.0,-2508.0,-32768.0,1560933734.0,1463.0,-113.0,-1337.0
mpu,,,,,,,,,1561033758.0,4048.0,11426.0,-21046.0,1561033758.0,1629.0,548.0,-1157.0
mpu,,,,,,,,,1561133744.0,1688.0,21708.0,-24334.0,1561133744.0,1692.0,68.0,-583.0
mpu,,,,,,,,,1561233734.0,3224.0,28570.0,-30702.0,1561233734.0,1040.0,-408.0,-188.0
mpu,,,,,,,,,1561333751.0,360.0,31792.0,-32768.0,1561333751.0,-541.0,-109.0,355.0
mpu,,,,,,,,,1561433758.0,2410.0,24274.0,-32702.0,1561433758.0,-2202.0,404.0,1225.0
mpu,,,,,,,,,1561533750.0,3994.0,18644.0,-29194.0,1561533750.0,-2243.0,186.0,1288.0
mpu,,,,,,,,,1561633736.0,2800.0,11632.0,-27754.0,1561633736.0,-1373.0,67.0,783.0
mpu,,,,,,,,,1561733737.0,2780.0,2878.0,-30366.0,1561733737.0,112.0,-70.0,-9.0
mpu,,,,,,,,,1561833760.0,922.0,-1480.0,-26774.0,1561833760.0,1205.0,-267.0,-969.0
mpu,,,,,,,,,1561933738.0,1604.0,4590.0,-24162.0,1561933738.0,1699.0,201.0,-1223.0
mpu,,,,,,,,,1562033731.0,4278.0,14666.0,-25022.0,1562033731.0,1675.0,385.0,-761.0
mpu,,,,,,,,,1562133739.0,4684.0,26974.0,-26430.0,1562133739.0,1404.0,-229.0,-450.0
mpu,,,,,,,,,1562233769.0,-734.0,30132.0,-32768.0,1562233769.0,279.0,-268.0,-36.0
mpu,,,,,,,,,1562333728.0,-1796.0,28412.0,-32442.0,1562333728.0,-1605.0,-51.0,837.0
mpu,,,,,,,,,1562433730.0,3320.0,22462.0,-30578.0,1562433730.0,-2537.0,89.0,1388.0
mpu,,,,,,,,,1562533729.0,3864.0,13102.0,-27120.0,1562533729.0,-1811.0,263.0,1044.0
mpu,,,,,,,,,1562633736.0,4714.0,9494.0,-29044.0,1562633736.0,-512.0,103.0,452.0
mpu,,,,,,,,,1562733733.0,886.0,-1448.0,-31724.0,1562733733.0,878.0,-349.0,-421.0
mpu,,,,,,,,,1562833731.0,2912.0,-642.0,-32288.0,1562833731.0,1569.0,-80.0,-1314.0
mpu,,,,,,,,,1562933731.0,7188.0,11602.0,-20338.0,1562933731.0,1632.0,504.0,-1106.0
mpu,,,,,,,,,1563033731.0,6552.0,21904.0,-22282.0,1563033731.0,1646.0,-165.0,-581.0
mpu,,,,,,,,,1563133730.0,1224.0,29350.0,-32768.0,1563133730.0,926.0,-207.0,-218.0
mpu,,,,,,,,,1563233730.0,764.0,32767.0,-32768.0,1563233730.0,-814.0,-5.0,413.0
mpu,,,,,,,,,1563333726.0,3584.0,24508.0,-32238.0,1563333726.0,-2412.0,232.0,1337.0
mpu,,,,,,,,,1563433734.0,4586.0,18058.0,-29678.0,1563433734.0,-2164.0,152.0,1284.0
mpu,,,,,,,,,1563533731.0,4036.0,10468.0,-27810.0,1563533731.0,-1212.0,217.0,674.0
mpu,,,,,,,,,1563633731.0,-100.0,1650.0,-28712.0,1563633731.0,240.0,-178.0,-120.0
mpu,,,,,,,,,1563733732.0,3924.0,-724.0,-28830.0,1563733732.0,1311.0,-196.0,-1053.0
mpu,,,,,,,,,1563833733.0,734.0,2576.0,-31732.0,1563833733.0,1728.0,223.0,-1188.0
mpu,,,,,,,,,1563933728.0,8322.0,15330.0,-21006.0,1563933728.0,1698.0,300.0,-832.0
mpu,,,,,,,,,1564033731.0,3802.0,29506.0,-30040.0,1564033731.0,1301.0,-337.0,-441.0
mpu,,,,,,,,,1564133730.0,-266.0,31364.0,-32768.0,1564133730.0,120.0,-134.0,85.0
mpu,,,,,,,,,1564233727.0,-72.0,27282.0,-32738.0,1564233727.0,-1821.0,200.0,940.0
mpu,,,,,,,,,1564333727.0,2832.0,19780.0,-30238.0,1564333727.0,-2562.0,224.0,1425.0
mpu,,,,,,,,,1564433730.0,2080.0,12430.0,-26858.0,1564433730.0,-1751.0,190.0,978.0
mpu,,,,,,,,,1564533729.0,3428.0,6076.0,-27614.0,1564533729.0,-349.0,-94.0,326.0
mpu,,,,,,,,,1564633730.0,1006.0,-498.0,-31946.0,1564633730.0,1012.0,-337.0,-601.0
mpu,,,,,,,,,1564733732.0,4430.0,52.0,-26794.0,1564733732.0,1589.0,16.0,-1421.0
mpu,,,,,,,,,1564833731.0,6350.0,13288.0,-24748.0,1564833731.0,1678.0,400.0,-997.0
mpu,,,,,,,,,1564933729.0,3158.0,24734.0,-24510.0,1564933729.0,1567.0,-86.0,-552.0
mpu,,,,,,,,,1565033729.0,-1032.0,30094.0,-32358.0,1565033729.0,713.0,-299.0,-169.0
mpu,,,,,,,,,1565133732.0,754.0,30256.0,-32768.0,1565133732.0,-1067.0,30.0,581.0
mpu,,,,,,,,,1565233731.0,4056.0,25396.0,-31328.0,1565233731.0,-2464.0,188.0,1299.0
mpu,,,,,,,,,1565333730.0,2292.0,16750.0,-27844.0,1565333730.0,-2115.0,276.0,1106.0
mpu,,,,,,,,,1565433729.0,672.0,9294.0,-23854.0,1565433729.0,-995.0,-33.0,629.0
mpu,,,,,,,,,1565533730.0,1738.0,1206.0,-30478.0,1565533730.0,576.0,-195.0,-209.0
mpu,,,,,,,,,1565633735.0,4398.0,-2354.0,-32768.0,1565633735.0,1407.0,-225.0,-1136.0
mpu,,,,,,,,,1565733733.0,3162.0,6562.0,-22722.0,1565733733.0,1656.0,482.0,-1239.0
mpu,,,,,,,,,1565833739.0,9060.0,20826.0,-21500.0,1565833739.0,1646.0,197.0,-681.0
mpu,,,,,,,,,1565933731.0,3134.0,31512.0,-32470.0,1565933731.0,1295.0,-384.0,-303.0
mpu,,,,,,,,,1566033729.0,1534.0,31234.0,-32768.0,1566033729.0,-100.0,-107.0,182.0
mpu,,,,,,,,,1566133731.0,270.0,24810.0,-32768.0,1566133731.0,-2121.0,6.0,1054.0
mpu,,,,,,,,,1566233738.0,1294.0,19354.0,-32308.0,1566233738.0,-2403.0,230.0,1290.0
mpu,,,,,,,,,1566333723.0,2512.0,10904.0,-26966.0,1566333723.0,-1619.0,70.0,1018.0
mpu,,,,,,,,,1566433735.0,2008.0,5058.0,-27718.0,1566433735.0,-203.0,-129.0,294.0
mpu,,,,,,,,,1566533733.0,-2952.0,-902.0,-32768.0,1566533733.0,1037.0,-205.0,-781.0
mpu,,,,,,,,,1566633733.0,3622.0,1088.0,-24262.0,1566633733.0,1564.0,128.0,-1393.0
mpu,,,,,,,,,1566733732.0,5294.0,13204.0,-22186.0,1566733732.0,1770.0,435.0,-966.0
mpu,,,,,,,,,1566833743.0,5422.0,26740.0,-23602.0,1566833743.0,1556.0,-122.0,-513.0
mpu,,,,,,,,,1566933731.0,2150.0,30846.0,-32768.0,1566933731.0,696.0,-289.0,-141.0
mpu,,,,,,,,,1567033723.0,-3808.0,29980.0,-32768.0,1567033723.0,-1151.0,46.0,605.0
mpu,,,,,,,,,1567133729.0,2256.0,25792.0,-31910.0,1567133729.0,-2538.0,304.0,1338.0
mpu,,,,,,,,,1567233728.0,1790.0,16662.0,-25734.0,1567233728.0,-2135.0,113.0,1139.0
mpu,,,,,,,,,1567333724.0,-728.0,8622.0,-24808.0,1567333724.0,-880.0,-7.0,630.0
mpu,,,,,,,,,1567433731.0,2318.0,-304.0,-30692.0,1567433731.0,625.0,-332.0,-259.0
mpu,,,,,,,,,1567533727.0,2600.0,-2166.0,-32768.0,1567533727.0,1494.0,-84.0,-1233.0
