type,t0,adc0,t1,adc1,t2,adc2,t3,adc3,t4,acc_x,acc_y,acc_z,t5,gyro_x,gyro_y,gyro_z,adc0_filtered,adc1_filtered
adc,1543613248.0,-0.0360000021755695,1543622299.0,0.5335000157356262,1543631336.0,0.1346250027418136,1543640741.0,0.3406250178813934,,,,,,,,,-0.2502855530410283,0.24580845526900189
adc,1543649835.0,0.5640000104904175,1543658881.0,-0.0855000019073486,1543667915.0,0.0608750022947788,1543676943.0,0.328000009059906,,,,,,,,,0.3440349092664655,-0.37410784792013435
adc,1543686129.0,0.8643750548362732,1543695175.0,-0.2996250092983246,1543704211.0,0.032999999821186,1543713240.0,0.2985000014305115,,,,,,,,,0.6345238527350036,-0.5892283977369548
adc,1543722314.0,0.382625013589859,1543731362.0,0.2763750255107879,1543740432.0,0.0116250002756714,1543749476.0,0.2487500160932541,,,,,,,,,0.13826370085591688,-0.013894316769600318
adc,1543758679.0,-0.2082500159740448,1543767722.0,0.8601250648498535,1543776766.0,0.0048750001005828,1543785799.0,0.2210000157356262,,,,,,,,,-0.4719267508840572,0.569802501862888
adc,1543795005.0,-0.3206250071525574,1543804048.0,0.6890000104904175,1543813086.0,-0.0025000001769512,1543822122.0,0.2322500050067901,,,,,,,,,-0.6082937880814934,0.39938238420910255
adc,1543831240.0,0.2370000183582306,1543840483.0,0.0523750036954879,1543849525.0,-0.0050000003539025,1543858558.0,0.2480000108480453,,,,,,,,,-0.0788447187153212,-0.23577465549814125
adc,1543867772.0,0.6235000491142273,1543876835.0,-0.3198750019073486,1543885876.0,-0.0023750001564621,1543894915.0,0.2637500166893005,,,,,,,,,0.2761697538418523,-0.6059193238375771
adc,1543903959.0,0.4436250329017639,1543913004.0,0.0883750021457672,1543922042.0,0.0045000002719461,1543931077.0,0.2861250042915344,,,,,,,,,0.06272695593815662,-0.19516180184649307
adc,1543940100.0,0.0375000014901161,1543949140.0,0.7676250338554382,1543958179.0,0.0068750004284083,1543967208.0,0.2773750126361847,,,,,,,,,-0.37754170690892064,0.4866791553006167
adc,1543976428.0,0.0118750007823109,1543985487.0,0.8572500348091125,1543994525.0,0.0003750000032596,1544003559.0,0.2983750104904175,,,,,,,,,-0.43621316999989385,0.5786034699076923
adc,1544012610.0,0.5536250472068787,1544021660.0,0.2541249990463257,1544030695.0,-0.0036250001285225,1544040048.0,0.3477500081062317,,,,,,,,,0.07528682935654077,-0.022914063657020284
adc,1544049279.0,1.102250099182129,1544058325.0,-0.2406250089406967,1544067359.0,-0.0047500003129243,1544076389.0,0.3710000216960907,,,,,,,,,0.5980290302964313,-0.5171352445387698
adc,1544085582.0,1.2873750925064087,1544094634.0,-0.1813750118017196,1544103670.0,0.0027500002179294,1544112700.0,0.4065000116825104,,,,,,,,,0.762931503121798,-0.45876468632294093
adc,1544122039.0,0.5138750076293945,1544131077.0,0.3487500250339508,1544140540.0,0.0430000014603138,1544149579.0,0.5095000267028809,,,,,,,,,-0.02423541593192413,0.0688408180967231
adc,1544158768.0,0.265375018119812,1544167814.0,0.812000036239624,1544176868.0,0.1547500044107437,1544185905.0,0.5927500128746033,,,,,,,,,-0.2794211175962284,0.527825041554391
adc,1544195204.0,0.085875004529953,1544204252.0,0.6147500276565552,1544213287.0,0.4855000376701355,1544222325.0,0.7392500638961792,,,,,,,,,-0.45868810342115857,0.32459531147299026
adc,1544231372.0,0.6212500333786011,1544240742.0,0.021000001579523,1544249785.0,0.8040000200271606,1544258820.0,0.924500048160553,,,,,,,,,0.08331802000771202,-0.2766758887447075
adc,1544268029.0,1.033500075340271,1544277084.0,-0.3106250166893005,1544286121.0,1.1271250247955322,1544295154.0,1.0767500400543213,,,,,,,,,0.5076828603059353,-0.6170565714071226
adc,1544304193.0,0.8318750262260437,1544313233.0,0.0913750007748603,1544322274.0,1.3540000915527344,1544331311.0,1.1657500267028809,,,,,,,,,0.32243805351815225,-0.22461976040013393
adc,1544340623.0,0.1618750095367431,1544349669.0,0.7591250538825989,1544358704.0,1.512125015258789,1544367735.0,1.3037500381469729,,,,,,,,,-0.3283296088894356,0.4332788333126128
adc,1544376939.0,-0.2006250023841858,1544385986.0,0.9333750605583192,1544395021.0,1.6288751363754272,1544404053.0,1.4667500257492063,,,,,,,,,-0.6702331381415282,0.5979598036592261
adc,1544413344.0,0.1938750147819519,1544422390.0,0.3941250145435333,1544431421.0,1.7043750286102295,1544440740.0,1.5046250820159912,,,,,,,,,-0.2552156830965102,0.049998175594656136
adc,1544449969.0,0.784250020980835,1544459018.0,-0.1355000138282776,1544468060.0,1.810375094413757,1544477094.0,1.600375056266785,,,,,,,,,0.3543033968041011,-0.4869449464149281
adc,1544486167.0,1.0681250095367432,1544495215.0,-0.1163750067353248,1544504253.0,1.9067500829696653,1544513287.0,1.6476250886917114,,,,,,,,,0.654883519099643,-0.47328267987844147
adc,1544522587.0,0.3875000178813934,1544531635.0,0.3821250200271606,1544540966.0,1.96750009059906,1544550004.0,1.6866251230239868,,,,,,,,,-0.01225584826788323,0.02196793409900527
adc,1544559182.0,-0.1615000069141388,1544568225.0,0.984000027179718,1544577275.0,2.0400002002716064,1544586308.0,1.704625129699707,,,,,,,,,-0.5514478286901822,0.6230326832415432
adc,1544595510.0,-0.1866250038146972,1544604549.0,0.8223750591278076,1544613581.0,2.085750102996826,1544622613.0,1.756375074386597,,,,,,,,,-0.5705581072486664,0.46310524095997196
adc,1544631659.0,0.468250036239624,1544640986.0,0.0760000050067901,1544650031.0,2.0888750553131104,1544659067.0,1.772000074386597,,,,,,,,,0.08676234004009531,-0.2791674485069956
adc,1544668252.0,1.1096251010894775,1544677313.0,-0.312125027179718,1544686348.0,2.1091251373291016,1544695380.0,1.7820000648498535,,,,,,,,,0.7275480393178735,-0.6610573598103682
adc,1544704414.0,0.7553750276565552,1544713464.0,0.1140000075101852,1544722502.0,2.140500068664551,1544731618.0,1.7828750610351562,,,,,,,,,0.37046622405801116,-0.2269875702811088
adc,1544740705.0,0.032999999821186,1544749752.0,0.8692500591278076,1544758789.0,2.167250156402588,1544767824.0,1.764125108718872,,,,,,,,,-0.35599869733132844,0.5373702196789513
adc,1544777057.0,-0.2892500162124634,1544786110.0,1.012125015258789,1544795144.0,2.183500051498413,1544804174.0,1.7975001335144043,,,,,,,,,-0.6824912717813185,0.6898790767258192
adc,1544813361.0,0.1898750066757202,1544822404.0,0.3686250150203705,1544831442.0,2.1821250915527344,1544840941.0,1.7847501039505005,,,,,,,,,-0.20660830941540487,0.05585429244074128
adc,1544850163.0,0.8358750343322754,1544859208.0,-0.2067500054836273,1544868244.0,2.19837498664856,1544877280.0,1.7516250610351562,,,,,,,,,0.43827161558008726,-0.510881927526361
adc,1544886567.0,1.1085000038146973,1544895609.0,-0.2875000238418579,1544904642.0,2.208125114440918,1544913674.0,1.7605000734329224,,,,,,,,,0.7129044933792205,-0.5844350692038467
adc,1544922738.0,0.5406250357627869,1544931784.0,0.2666250169277191,1544940973.0,2.2018752098083496,1544950010.0,1.7763750553131104,,,,,,,,,0.15097763379571558,-0.02502547117207482
adc,1544959225.0,-0.2300000041723251,1544968270.0,0.827750027179718,1544977318.0,2.16462516784668,1544986355.0,1.789750099182129,,,,,,,,,-0.6092019073705025,0.5391831031445038
adc,1544995410.0,-0.1390000134706497,1545004455.0,0.5130000114440918,1545013488.0,2.022625207901001,1545022517.0,1.6737500429153442,,,,,,,,,-0.5029951303578386,0.2252318536519835
adc,1545031816.0,0.5435000061988831,1545040968.0,-0.0206250008195638,1545050005.0,1.6658750772476196,1545059037.0,1.5417500734329224,,,,,,,,,0.1994245271656624,-0.3097571820288655
adc,1545068237.0,0.9693750739097596,1545077296.0,-0.3342500030994415,1545086335.0,1.2833750247955322,1545095367.0,1.3696250915527344,,,,,,,,,0.6495653263686617,-0.6265986044661356
adc,1545104680.0,0.6116250157356262,1545113725.0,0.2132500112056732,1545122765.0,0.9226250648498536,1545131798.0,1.1516250371932983,,,,,,,,,0.3197479314658292,-0.08370326831294944
adc,1545141165.0,-0.2025000154972076,1545150211.0,0.8820000290870667,1545159248.0,0.4942500293254852,1545168281.0,0.8715000152587891,,,,,,,,,-0.46374742265990987,0.5796200891086223
adc,1545177522.0,-0.4208750128746032,1545186565.0,0.8593750596046448,1545195606.0,0.2156250029802322,1545204640.0,0.5254999995231628,,,,,,,,,-0.6500173015732509,0.5513514289579098
adc,1545213829.0,-0.0018750000745058,1545222880.0,0.2565000057220459,1545231918.0,0.1185000091791153,1545240993.0,0.5053750276565552,,,,,,,,,-0.1988584238791071,-0.05680464027750676
adc,1545250228.0,0.8351250290870667,1545259273.0,-0.2830000221729278,1545268308.0,0.1026250049471855,1545277337.0,0.4382500350475311,,,,,,,,,0.6687886986235227,-0.6007214661395257
adc,1545286543.0,0.6767500042915344,1545295585.0,-0.034375000745058,1545304622.0,0.1183750033378601,1545313652.0,0.4656250178813934,,,,,,,,,0.537898721942137,-0.35526335232180045
adc,1545322725.0,0.1695000082254409,1545331776.0,0.6445000171661377,1545340969.0,0.1363750100135803,1545350014.0,0.4321250319480896,,,,,,,,,0.053304695322557605,0.3219387815017588
adc,1545359216.0,-0.3073750138282776,1545368260.0,0.9966250658035278,1545377312.0,0.0496250018477439,1545386346.0,0.3852500319480896,,,,,,,,,-0.4073427774692011,0.6739704809819577
adc,1545395402.0,-0.2188750058412552,1545404444.0,0.4581250250339508,1545413477.0,-0.0035000001080334,1545422511.0,0.2661250233650207,,,,,,,,,-0.31047446585700406,0.1368771020268495
adc,1545431619.0,0.1521250009536743,1545440689.0,-0.1595000028610229,1545449738.0,-0.0053750001825392,1545458768.0,0.1486250013113021,,,,,,,,,0.059879824430730144,-0.4780763004602309
adc,1545467981.0,0.5248750448226929,1545477056.0,-0.2111250162124633,1545486091.0,0.0018750000745058,1545495131.0,0.1387500017881393,,,,,,,,,0.4221924272938864,-0.5261287809192425
adc,1545504463.0,0.1570000052452087,1545513505.0,0.3911250233650207,1545522542.0,0.0061250003054738,1545531617.0,0.1725000143051147,,,,,,,,,0.033772046680599285,0.08013890501744414
adc,1545540674.0,-0.1961250156164169,1545549725.0,0.912000060081482,1545558758.0,0.0055000004358589,1545567791.0,0.2071250081062317,,,,,,,,,-0.3497988567792598,0.6049686673311339
adc,1545576861.0,-0.1225000023841857,1545585904.0,0.5820000171661377,1545594940.0,-0.0031250000465661,1545603974.0,0.2560000121593475,,,,,,,,,-0.3157553261810263,0.27833819272850263
adc,1545613276.0,0.2643750011920929,1545622322.0,-0.0158750005066394,1545631355.0,-0.0056250002235174,1545640515.0,0.3407500088214874,,,,,,,,,0.02372379460389132,-0.3172504126506297
adc,1545649754.0,0.4813750088214874,1545658797.0,-0.3177500069141388,1545667836.0,-0.0011250000679865,1545676876.0,0.3023750185966491,,,,,,,,,0.18734745029501634,-0.618355769494896
adc,1545685999.0,0.2848750054836273,1545695047.0,0.1882500052452087,1545704078.0,0.0050000003539025,1545713112.0,0.3136250078678131,,,,,,,,,-0.06625053981435049,-0.11343433442300183
adc,1545722140.0,-0.1020000055432319,1545731189.0,0.8421250581741333,1545740515.0,0.0067500001750886,1545749559.0,0.3913750052452087,,,,,,,,,-0.5113899218333141,0.5373130292891074
adc,1545758793.0,0.1471250057220459,1545767836.0,0.8267500400543213,1545776896.0,0.0,1545785932.0,0.5710000395774841,,,,,,,,,-0.31900572900871266,0.516707185761945
adc,1545795258.0,0.6921250224113464,1545804310.0,0.2376250177621841,1545813343.0,0.0107500003650784,1545822375.0,0.6167500019073486,,,,,,,,,0.17341726118201348,-0.07965123933241813
adc,1545831422.0,1.293125033378601,1545840479.0,-0.2623750269412994,1545849525.0,0.1030000075697898,1545858553.0,0.7571250200271606,,,,,,,,,0.7284038784645244,-0.5886284163564521
adc,1545867743.0,1.396875023841858,1545876805.0,-0.1467500030994415,1545885847.0,0.3152500092983246,1545894881.0,0.8083750605583191,,,,,,,,,0.7946902323896299,-0.4833088766800837
adc,1545903892.0,0.6320000290870667,1545912933.0,0.5043750405311584,1545921971.0,0.5241250395774841,1545931003.0,0.8698750138282776,,,,,,,,,0.002344211298177634,0.15673957249408005
adc,1545940157.0,0.0245000012218952,1545949199.0,0.9467500448226928,1545958230.0,0.9218750596046448,1545967259.0,1.062250018119812,,,,,,,,,-0.6218016579575497,0.5879323681778647
adc,1545976460.0,0.4286250174045563,1545985505.0,0.6036249995231628,1545994542.0,1.1077500581741333,1546003574.0,1.232875108718872,,,,,,,,,-0.2232763876962206,0.23424274454055774
adc,1546012615.0,0.9567500352859496,1546021676.0,-0.0580000020563602,1546030720.0,1.3258750438690186,1546040165.0,1.327125072479248,,,,,,,,,0.30995718285373586,-0.4366067638473939
adc,1546049396.0,1.1667500734329224,1546058444.0,-0.1215000078082084,1546067483.0,1.423625111579895,1546076516.0,1.3921250104904177,,,,,,,,,0.5349685185228155,-0.5073278149367715
adc,1546085567.0,0.6238750219345093,1546094608.0,0.4165000319480896,1546103644.0,1.4996250867843628,1546112678.0,1.4373750686645508,,,,,,,,,0.015849444214812936,0.026004240460350464
adc,1546121981.0,-0.0377500019967556,1546131026.0,0.9738750457763672,1546140139.0,1.5661250352859497,1546149175.0,1.442500114440918,,,,,,,,,-0.6146575899455816,0.5816500584413333
adc,1546158386.0,-0.2212500125169754,1546167435.0,0.9296250343322754,1546176498.0,1.620500087738037,1546185535.0,1.5011250972747805,,,,,,,,,-0.7611590526163979,0.5387913204494935
adc,1546194598.0,0.3138750195503235,1546203637.0,0.3995000123977661,1546212672.0,1.6452500820159912,1546221701.0,1.5080000162124634,,,,,,,,,-0.1846299867188455,0.013135439125869897
adc,1546230745.0,1.0487500429153442,1546240204.0,-0.1643750071525573,1546249248.0,1.7632501125335691,1546258281.0,1.5247501134872437,,,,,,,,,0.5946553242661705,-0.5434516863663943
adc,1546267465.0,1.0171250104904177,1546276568.0,0.032124999910593,1546285606.0,1.8025001287460327,1546294635.0,1.5851250886917114,,,,,,,,,0.6091542802821024,-0.3372859422699441
adc,1546303849.0,0.3222500085830688,1546312888.0,0.5020000338554382,1546321925.0,1.8061250448226929,1546330955.0,1.598750114440918,,,,,,,,,-0.03906667186945517,0.14406162025639035
adc,1546340235.0,-0.3778750300407409,1546349284.0,0.8357500433921814,1546358319.0,1.777375102043152,1546367355.0,1.5913751125335691,,,,,,,,,-0.6930945746126028,0.49044675436315305
adc,1546376593.0,-0.2582499980926513,1546385635.0,0.5856250524520874,1546394666.0,1.64537513256073,1546403693.0,1.485875129699707,,,,,,,,,-0.5289380256414883,0.2534579790529252
adc,1546412874.0,0.7546250224113464,1546421924.0,-0.1398750096559524,1546430956.0,1.371250033378601,1546440389.0,1.3851250410079956,,,,,,,,,0.5259492550880004,-0.45903083042508847
adc,1546449638.0,1.133750081062317,1546458686.0,-0.3297500014305115,1546467720.0,0.9625000357627868,1546476748.0,1.131625056266785,,,,,,,,,0.9436425544290128,-0.636563604602407
adc,1546486065.0,0.0248750019818544,1546495109.0,0.0945000052452087,1546504145.0,0.4580000340938568,1546513178.0,0.8347500562667847,,,,,,,,,-0.13102494904705514,-0.20106981343681288
adc,1546522483.0,-0.2452500164508819,1546531609.0,0.7831250429153442,1546540718.0,0.1380000114440918,1546549757.0,0.5643750429153442,,,,,,,,,-0.3722154145184529,0.49739684869751677
adc,1546558933.0,-0.3891250193119049,1546567976.0,0.8895000219345093,1546577034.0,0.0683750063180923,1546586069.0,0.5098749995231628,,,,,,,,,-0.49331846539800345,0.612021922333956
adc,1546595370.0,0.3098750114440918,1546604414.0,0.2235000133514404,1546613445.0,0.0303750019520521,1546622481.0,0.4353750348091125,,,,,,,,,0.22146063358886764,-0.04741945847383078
adc,1546631517.0,0.4481250345706939,1546640591.0,-0.320125013589859,1546649636.0,0.0461250022053718,1546658664.0,0.3831250071525574,,,,,,,,,0.36777231481737427,-0.5862147662976684
adc,1546667866.0,0.4515000283718109,1546676925.0,-0.0592500045895576,1546685957.0,0.0115000009536743,1546694990.0,0.3547500073909759,,,,,,,,,0.3709249773415297,-0.3222367113979109
adc,1546704037.0,-0.0738750025629997,1546713081.0,0.6006250381469727,1546722119.0,0.0065000001341104,1546731147.0,0.2223750054836273,,,,,,,,,-0.16330670038264983,0.33903715062045786
adc,1546740418.0,-0.343500018119812,1546749471.0,0.90562504529953,1546758507.0,0.0007500000065192,1546767536.0,0.1292500048875808,,,,,,,,,-0.45049313211898717,0.6437567780170762
adc,1546776764.0,0.0271250009536743,1546785809.0,0.3445000052452087,1546794843.0,-0.0043750000186264,1546803878.0,0.1516250073909759,,,,,,,,,-0.10586283961106077,0.08068717140357795
adc,1546812899.0,0.4110000133514404,1546821948.0,-0.2705000042915344,1546830987.0,-0.0047500003129243,1546840440.0,0.2057500034570694,,,,,,,,,0.24424636734379473,-0.5379183942521459
adc,1546849587.0,0.4331250190734863,1546858637.0,-0.1536250114440918,1546867673.0,0.002250000135973,1546876702.0,0.2753750085830688,,,,,,,,,0.2259124892825336,-0.42630797490931127
adc,1546885722.0,0.1030000075697898,1546894766.0,0.4875000119209289,1546903799.0,0.0066250003874301,1546912834.0,0.3623750209808349,,,,,,,,,-0.14987582687780346,0.20791217632769027
adc,1546921883.0,-0.2382500171661377,1546930928.0,0.8728750348091125,1546940404.0,0.0037500001490116,1546949452.0,0.3840000033378601,,,,,,,,,-0.5401329091907676,0.5847963554475745
adc,1546958640.0,-0.1402500122785568,1546967691.0,0.5915000438690186,1546976753.0,-0.003000000026077,1546985787.0,0.4177500307559967,,,,,,,,,-0.492326870605807,0.2934524043912778
adc,1546994825.0,0.3476250171661377,1547003876.0,-0.0868750065565109,1547012911.0,-0.0062500000931322,1547021947.0,0.4968750178813934,,,,,,,,,-0.05349551352428536,-0.39618917332513376
adc,1547031016.0,0.7606250643730164,1547040435.0,-0.3062500059604645,1547049479.0,0.0001250000059371,1547058516.0,0.5642500519752502,,,,,,,,,0.31397670234749114,-0.6278549685619959
adc,1547067715.0,1.162000060081482,1547076780.0,0.1646250039339065,1547085812.0,0.0406250022351741,1547094842.0,0.6521250605583191,,,,,,,,,0.6755607199333237,-0.16991498977471808
adc,1547104145.0,1.037500023841858,1547113195.0,0.7363750338554382,1547122225.0,0.1972500085830688,1547131252.0,0.7230000495910645,,,,,,,,,0.5189145815190286,0.3887408902593499
adc,1547140414.0,0.0158750005066394,1547149464.0,0.8892500400543213,1547158498.0,0.518250048160553,1547167530.0,0.8262500166893005,,,,,,,,,-0.5257540580758864,0.5289313862114559
adc,1547176751.0,0.4068750143051147,1547185800.0,0.3340000212192535,1547194835.0,0.7982500195503235,1547203867.0,0.9687500596046448,,,,,,,,,-0.1477765656730712,-0.03797791294735173
adc,1547212883.0,0.9337500333786012,1547221934.0,-0.2117500156164169,1547230971.0,0.9507500529289246,1547240415.0,1.1006250381469729,,,,,,,,,0.37644160312030045,-0.5937438076106896
adc,1547249641.0,0.983625054359436,1547258687.0,-0.1385000050067901,1547267725.0,1.0595000982284546,1547276763.0,1.1601250171661377,,,,,,,,,0.4338098618436535,-0.5282928435824389
adc,1547285960.0,0.429375022649765,1547295011.0,0.6057500243186951,1547304045.0,1.1898750066757202,1547313075.0,1.292625069618225,,,,,,,,,-0.10351793896699202,0.21085252627571832
adc,1547322140.0,-0.2261250168085098,1547331191.0,1.2022500038146973,1547340499.0,1.3265000581741333,1547349543.0,1.386125087738037,,,,,,,,,-0.7338082604793587,0.8052707083524908
adc,1547358744.0,0.0283750016242265,1547367796.0,0.7931250333786011,1547376850.0,1.4010000228881836,1547385886.0,1.3743751049041748,,,,,,,,,-0.4472719232408938,0.39721966063251846
adc,1547395177.0,0.3991250097751617,1547404227.0,0.3888750076293945,1547413263.0,1.5005000829696655,1547422297.0,1.482250094413757,,,,,,,,,-0.03933928981930257,-0.0028889096478402765
adc,1547431353.0,1.1721251010894775,1547440425.0,-0.2827500104904175,1547449466.0,1.5825001001358032,1547458502.0,1.448875069618225,,,,,,,,,0.7741768803799995,-0.6676085881891148
adc,1547467698.0,0.7638750076293945,1547476766.0,0.0173750016838312,1547485804.0,1.5983750820159912,1547494836.0,1.442500114440918,,,,,,,,,0.4079037176752559,-0.35829869134355197
adc,1547504141.0,-0.0032500000670552,1547513181.0,0.9001250267028809,1547522210.0,1.53962504863739,1547531241.0,1.3982501029968262,,,,,,,,,-0.3176491498362282,0.5353033286703621
adc,1547540423.0,-0.2007500082254409,1547549472.0,0.7632500529289246,1547558510.0,1.436000108718872,1547567542.0,1.3830000162124634,,,,,,,,,-0.47577249068594873,0.41026543917686964
adc,1547576767.0,0.1602500081062317,1547585815.0,0.2601250112056732,1547594853.0,1.1273750066757202,1547603887.0,1.140375018119812,,,,,,,,,-0.07923818177134984,-0.0807309224709038
adc,1547613182.0,0.5058750510215759,1547622226.0,-0.2997500002384186,1547631264.0,0.5556250214576721,1547640450.0,0.8958750367164612,,,,,,,,,0.29663849396499997,-0.6288358973380909
adc,1547649805.0,0.4617500305175781,1547658854.0,-0.2398750185966491,1547667890.0,0.2295000106096267,1547676920.0,0.7361250519752502,,,,,,,,,0.2762996744415523,-0.5581107270047166
adc,1547685993.0,0.1347500085830688,1547695044.0,0.5210000276565552,1547704085.0,0.1340000033378601,1547713121.0,0.5822499990463257,,,,,,,,,-0.03426687555323467,0.21225070703640614
adc,1547722196.0,-0.3208750188350677,1547731237.0,1.0185000896453855,1547740575.0,0.1076250076293945,1547749619.0,0.5640000104904175,,,,,,,,,-0.48137651855016955,0.717552237139496
adc,1547758829.0,-0.1875000149011612,1547767869.0,0.6258750557899475,1547776919.0,0.0630000010132789,1547785953.0,0.4213750064373016,,,,,,,,,-0.34763325623776237,0.3308328061774954
adc,1547794997.0,0.4748750329017639,1547804041.0,-0.1297500133514404,1547813073.0,-0.0042500002309679,1547822106.0,0.3491250276565552,,,,,,,,,0.3070697990816748,-0.4209028547206506
adc,1547831149.0,0.8215000629425049,1547840397.0,-0.2937500178813934,1547849433.0,0.0016250000335276,1547858465.0,0.2930000126361847,,,,,,,,,0.6384098830141203,-0.5830764975131681
adc,1547867647.0,0.4135000109672546,1547876712.0,0.2821250259876251,1547885746.0,0.0050000003539025,1547894778.0,0.2792500257492065,,,,,,,,,0.2082344001620488,-0.0074247654400727
adc,1547903820.0,-0.2061250060796737,1547912864.0,0.9520000219345092,1547921895.0,0.0045000002719461,1547930930.0,0.3047500252723694,,,,,,,,,-0.43946614595803996,0.6602384466359721
adc,1547939945.0,-0.2366250157356262,1547948981.0,0.7438750267028809,1547958010.0,-0.0026250001974403,1547967044.0,0.3585000038146972,,,,,,,,,-0.5027096975409171,0.4480106969988585
adc,1547976276.0,0.3945000171661377,1547985318.0,0.0301250014454126,1547994348.0,-0.0041249999776482,1548003383.0,0.3675000071525574,,,,,,,,,0.09244752712249041,-0.2716048815234099
adc,1548012431.0,0.7305000424385071,1548021484.0,-0.3178750276565552,1548030513.0,0.0005000000237487,1548039894.0,0.3328750133514404,,,,,,,,,0.3908689051441342,-0.6270700475578814
adc,1548049114.0,0.5710000395774841,1548058158.0,0.0678750053048133,1548067191.0,0.0043750000186264,1548076226.0,0.3497500121593475,,,,,,,,,0.1939043345948034,-0.25017497707585695
adc,1548085519.0,-0.0503750033676624,1548094564.0,0.8222500681877136,1548103598.0,0.0063750003464519,1548112632.0,0.4378750324249267,,,,,,,,,-0.4630577895216333,0.49422215113861057
adc,1548121690.0,-0.1801250129938125,1548130737.0,0.8825000524520874,1548139928.0,-0.0001250000059371,1548148973.0,0.4656250178813934,,,,,,,,,-0.6248003490667648,0.5436991843080825
adc,1548158175.0,0.4030000269412994,1548167224.0,0.3305000066757202,1548176276.0,-0.0035000001080334,1548185310.0,0.5037500262260437,,,,,,,,,-0.06849781938756308,-0.019481200629354267
adc,1548194481.0,1.0973750352859497,1548203525.0,-0.2600000202655792,1548212564.0,0.082125000655651,1548221595.0,0.5786250233650208,,,,,,,,,0.6055564833316007,-0.6211249079392359
adc,1548230656.0,1.3181250095367432,1548239931.0,-0.1236250028014183,1548248977.0,0.2596250176429748,1548258012.0,0.6888750195503235,,,,,,,,,0.8134771466887891,-0.4953625617763967
adc,1548267220.0,0.6723750233650208,1548276284.0,0.4850000143051147,1548285319.0,0.5242500305175781,1548294349.0,0.8290000557899475,,,,,,,,,0.16296025945001863,0.10370981642719063
adc,1548303428.0,-0.0925000011920929,1548312466.0,1.011375069618225,1548321502.0,0.8216250538825989,1548330533.0,1.0296250581741333,,,,,,,,,-0.5985041192330007,0.622125409480307
adc,1548340056.0,0.171750009059906,1548349106.0,0.7171250581741333,1548358145.0,0.9420000314712524,1548367178.0,1.1631250381469729,,,,,,,,,-0.32299909597707077,0.3220036578334225
adc,1548376386.0,0.5086250305175781,1548385430.0,0.1593750119209289,1548394468.0,1.0338751077651978,1548403502.0,1.242500066757202,,,,,,,,,0.03223876251830973,-0.2391194410868695
adc,1548412688.0,1.1707500219345093,1548421741.0,-0.2597500085830688,1548430771.0,1.1390000581741333,1548439925.0,1.2705000638961792,,,,,,,,,0.7187637548776684,-0.6588294636206568
adc,1548449008.0,0.4561250209808349,1548458054.0,0.343500018119812,1548467093.0,1.2572500705718994,1548476128.0,1.3577500581741333,,,,,,,,,0.03325458216222116,-0.05323706616540419
