Time (TI),Pressure 1,Pressure 2,Pressure 3,Pressure 4,Pressure 5,Pressure 6,Pressure 7,Pressure 8,Accel X,Accel Y,Accel Z,Gyro X,Gyro Y,Gyro Z
90213913,-0.006327999999999999,-0.9586,-0.9095000000000001,0.027370000000000002,0.046700000000000005,-0.2315,0.07885,0.30760000000000004,-0.0039059999999999997,0.009276999999999999,-0.052000000000000005,-174.10000000000002,50.38,-17.5
90214097,0.1061,-0.5648000000000001,-0.8954000000000001,-0.4015,0.05373000000000001,0.10590000000000001,-0.061770000000000005,0.5115000000000001,0.44720000000000004,-0.34,-1.387,-92.22,48.18,-2.105
90214281,0.1061,-0.04454,-0.804,0.17500000000000002,0.0678,-0.08387,0.1772,-0.07206,0.0874,-0.07934000000000001,-1.548,74.82000000000001,-12.200000000000001,17.19
90214474,0.09914,-0.5015000000000001,-0.804,0.42810000000000004,0.08889000000000001,0.2817,0.15610000000000002,-0.1494,0.38980000000000004,0.15080000000000002,-1.738,182.20000000000002,-63.5,26.29
90214658,0.1272,-0.2906,-0.7829,0.1398,0.060770000000000005,0.1622,0.2546,0.2654,-0.04614,-0.1777,-0.7824,-24.580000000000002,-84.53,-30.990000000000002
90214853,0.08507,-0.9375,-0.9376000000000001,0.04846,0.039670000000000004,-0.2877,0.1632,0.1951,-0.08496000000000001,-0.083,-0.1105,-172.8,48.52,-20.240000000000002
90215037,0.09914,-0.7125,-0.8603000000000001,-0.2187,0.09592,0.35200000000000004,0.2335,0.3498,0.35660000000000003,-0.43310000000000004,-1.222,-81.16,53.11,-3.555
90215221,0.09914,-0.8179000000000001,-0.8884000000000001,0.24530000000000002,0.07483000000000001,-0.1471,0.10690000000000001,0.04043,0.06542,-0.2543,-1.867,76.01,-13.85,22.150000000000002
90215415,0.028820000000000002,-0.3398,-0.79,0.4773,0.0678,0.4223,0.2616,-0.23370000000000002,0.2038,0.23290000000000002,-1.847,192.60000000000002,-62.4,24.990000000000002
90215599,0.07804000000000001,-0.3257,-0.6775,0.1258,0.05373000000000001,0.08487,0.1913,0.17400000000000002,0.332,0.06616000000000001,-0.5766,-16.66,-98.67,-66.77
90215785,0.1202,-1.078,-1.176,0.1047,-0.06579,-0.35100000000000003,0.09994000000000001,0.17400000000000002,0.09936,0.021720000000000003,0.05834,-176.9,48.09,-16.84
90215978,0.16240000000000002,-0.22030000000000002,-0.7689,0.04143,0.08889000000000001,-0.04871,0.10690000000000001,0.2232,0.3776,-0.499,-1.354,-33.78,33.63,-1.296
90216161,0.07101,-0.44530000000000003,-0.8251000000000001,0.43510000000000004,0.117,-0.1752,0.1913,-0.3814,-0.21280000000000002,-0.20720000000000002,-1.8,72.55,-38.54,13.33
90216352,0.07101,-0.375,-0.797,0.6461,0.018580000000000003,0.1481,0.06478,-0.29700000000000004,0.0122,-0.3322,-1.794,214,-67.62,20.66
90216536,0.1061,-0.1922,-0.8321000000000001,-0.09919000000000001,0.0678,0.2114,-0.5609000000000001,0.5607,0.5234,0.2214,-0.5756,-33.56,-38.660000000000004,-32.56
90216721,0.1694,-1.1340000000000001,-1.043,-0.11320000000000001,0.08186,-0.07684,0.029630000000000004,0.28650000000000003,-0.05493000000000001,-0.5517000000000001,-0.06518,-172.9,56.06,-13.530000000000001
90216906,0.1202,0.3773,-0.7548,-0.0007524,0.07483000000000001,0.09893,0.2827,0.08965000000000001,-0.3134,-0.4721,-1.677,9.323,20.93,9.613
90217099,0.09914,-0.22030000000000002,-0.7407,0.7797000000000001,0.08889000000000001,0.24650000000000002,0.339,-0.6134000000000001,0.19840000000000002,0.1015,-2.1550000000000002,88.68,-49.4,18.37
90217282,-0.04148,-0.19920000000000002,-0.7126,0.5828,-0.07985,-0.4424,0.1632,-0.04394000000000001,0.09985000000000001,0.044430000000000004,-0.8168000000000001,144.1,-48.410000000000004,46.53
90217475,-0.055540000000000006,-0.3679,-0.8954000000000001,0.06252,0.060770000000000005,-0.0698,-0.132,0.1459,-0.07031000000000001,0.24380000000000002,-0.23770000000000002,-113.5,25.2,-21.42
90217660,0.1272,-1.035,-0.7689,-0.2398,-0.03063,0.09893,-0.1602,0.4904,-0.15130000000000002,-0.6296,-0.4882,-155.8,54.68,0.3356
90217844,0.11320000000000001,-0.5507000000000001,-0.8954000000000001,-0.3734,0.08889000000000001,-0.133,-0.1109,0.28650000000000003,0.4824,-0.1381,-1.722,44.44,-1.205,6.683
90218036,0.08507,-0.2765,-0.8673000000000001,0.7304,0.117,0.18330000000000002,-0.01255,-0.3884,0.1589,0.019770000000000003,-1.822,164,-62.300000000000004,18.21
90218219,0.0921,-0.3961,-0.7407,0.24530000000000002,0.018580000000000003,-0.23850000000000002,0.2546,-0.01581,0.0017079999999999999,0.09033000000000001,-0.8251000000000001,38.6,-23.11,9.262
90218415,0.049920000000000006,-0.375,-0.797,-0.31010000000000004,0.0678,-0.16820000000000002,-0.01958,0.5888,0.00122,-0.07031000000000001,0.004638,-162,44.21,-45.85
90218598,0.14830000000000002,-0.49450000000000005,-0.9798,-0.45070000000000005,0.09592,0.36610000000000004,0.09291,0.44120000000000004,0.4873,-0.436,-0.936,-88.21000000000001,50.84,-2.593
90218781,0.07804000000000001,-0.607,-0.7407,-0.11320000000000001,0.1451,0.07081000000000001,-0.061770000000000005,0.3849,0.5666,-0.01098,-1.712,64.37,-17.04,13.44
90218973,0.07101,-0.7968000000000001,-1.05,0.9273,0.03264,-0.18230000000000002,0.1491,-0.529,0.7517,0.8549,-1.289,208.10000000000002,-62.01,23.22
90219158,0.1061,-0.2695,-0.7689,0.2594,0.1029,0.2325,0.4515,0.1459,0.674,0.6999000000000001,-1.226,-39.21,-92.4,-65.17
90219353,0.1553,-1.331,-1.036,0.027370000000000002,0.0678,-0.3299,-0.1953,0.1388,0.11810000000000001,-0.25120000000000003,0.1462,-189.60000000000002,63.09,-0.1678
90219535,0.1061,-0.5437000000000001,-0.9939,-0.23270000000000002,0.09592,0.18330000000000002,0.24050000000000002,0.2232,-0.01196,-0.48210000000000003,-1.36,5.523,19.94,1.373
90219718,0.1272,-0.44530000000000003,-0.804,0.6601,0.03264,-0.0698,0.09291,-0.4728,0.7519,0.3068,-1.938,98,-52.58,14.75
90219911,0.07804000000000001,-0.2484,-0.6986,0.8289000000000001,-0.1431,-0.7518,0.10690000000000001,-0.7611,-0.111,0.1496,-1.064,185.20000000000002,-75.98,24.07
90220094,0.1553,-0.389,-0.7759,-0.06403,0.117,0.49970000000000003,0.36710000000000004,0.3005,-0.15940000000000001,0.20700000000000002,-0.10250000000000001,-102.60000000000001,18.78,-26.580000000000002
90220286,0.1553,-0.5015000000000001,-0.8743000000000001,-0.45070000000000005,0.1381,0.3239,-0.1883,0.4763,-0.03198,-0.40940000000000004,-0.5683,-135.8,65.12,-12.030000000000001
90220469,0.1061,0.1452,-0.6986,0.3226,0.03264,0.09190000000000001,0.5640000000000001,-0.1212,-0.06665,-0.5498000000000001,-1.9120000000000001,45.21,-5.783,11.55
90220662,0.1202,-0.5156000000000001,-0.6986,0.29450000000000004,0.07483000000000001,0.48560000000000003,0.4093,-0.1212,0.45940000000000003,0.3085,-1.984,160.8,-44.64,13.32
90220845,0.21860000000000002,-0.33280000000000004,-0.7478,0.02034,0.05373000000000001,0.113,0.07182000000000001,0.08261,-0.1071,0.009521,-0.871,-35.49,28.28,12.200000000000001
90221031,0.04288,-0.6562,-0.9728,0.08362000000000001,0.0678,-0.5760000000000001,-0.1109,0.08261,0.3229,0.0354,-0.1044,-169.70000000000002,35.24,-24.26
90221226,0.16240000000000002,-0.1078,-0.7407,-0.2679,0.07483000000000001,0.09893,-0.061770000000000005,0.28650000000000003,0.01196,-0.5319,-1.381,-57.49,45.13,-0.8544
90221411,0.11320000000000001,-0.3468,-0.8814000000000001,0.41400000000000003,0.10990000000000001,-0.0698,0.2686,-0.1915,0.4389,-0.2233,-1.774,73.85000000000001,-32.910000000000004,8.865
90221602,0.049920000000000006,-0.44530000000000003,-0.7196,0.2172,0.1451,0.3801,0.2265,-0.029880000000000004,-0.001464,-0.3884,-1.762,225.4,-65.2,21.95
90221818,0.1413,-0.20620000000000002,-0.7267,0.30860000000000004,0.00452,0.04972000000000001,0.2054,-0.1353,-0.032470000000000006,0.2529,-0.05102,-89.69,23.650000000000002,-13.16
90222013,0.04288,-0.2906,-0.797,-0.45070000000000005,0.08889000000000001,-0.02059,-0.3078,0.5888,0.4963,-0.43870000000000003,-0.31370000000000003,-142.1,71.15,-8.422
90222196,0.0921,-0.1781,-0.8673000000000001,0.1328,0.02561,0.07784,0.18430000000000002,0.07558000000000001,0.4877,-0.24480000000000002,-1.698,38.11,-3.738,8.529
90222388,0.049920000000000006,-0.2625,-0.7689,0.9273,0.060770000000000005,0.37310000000000004,0.4515,-0.6415000000000001,0.06689,-0.09008000000000001,-1.772,202.5,-81.71000000000001,27.57
90222573,0.06398000000000001,-0.47340000000000004,-0.8111,0.06252,0.018580000000000003,0.06378,0.036660000000000005,0.054490000000000004,0.101,0.2661,-0.9072,11.03,-21.34,2.731
90222757,0.04288,-0.49450000000000005,-0.8673000000000001,-0.0007524,0.08186,-0.2104,-0.08286,0.1459,-0.09570000000000001,-0.1242,0.07153000000000001,-134.70000000000002,21.36,-21.66
90222951,0.1342,-0.07970000000000001,-0.6282,-0.31010000000000004,0.1029,-0.08387,-0.2305,0.6029,-0.06298000000000001,-0.56,-1.167,-73.10000000000001,43.88,-0.09155
90223135,0.1061,-1.042,-0.8673000000000001,0.3297,-0.009541,-0.03465,0.339,-0.058,0.8457,0.08496000000000001,-1.7550000000000001,63.49,-29.87,7.614
90223327,0.1272,-0.5507000000000001,-0.79,0.6039,0.046700000000000005,-0.1893,0.05072,-0.3603,0.01708,0.44670000000000004,-1.323,207,-66.57000000000001,18.63
90223513,0.03585,-0.2625,-0.7337,0.1539,0.046700000000000005,0.2817,0.2827,0.24430000000000002,0.1547,0.25,-0.4853,-54.47,18.06,-12.71
90223696,0.16240000000000002,-1.127,-0.9798,-0.1273,0.05373000000000001,-0.6393,-0.16720000000000002,0.3849,-0.0415,-0.3325,-0.015130000000000001,-198.5,56.410000000000004,1.968
90223887,0.06398000000000001,-0.8953000000000001,-0.9236000000000001,-0.3171,0.131,-0.013560000000000001,-0.1109,0.2091,0.2595,-0.4067,-1.614,1.159,21.54,1.541
90224071,0.1272,-0.45930000000000004,-0.7829,0.625,0.07483000000000001,0.4153,0.36010000000000003,-0.3673,0.5161,0.49410000000000004,-1.9000000000000001,111.60000000000001,-47.69,10.22
90224262,0.1413,-0.2765,-0.6845,0.3297,-0.009541,-0.5057,0.17020000000000002,-0.2267,-0.003173,-0.05126000000000001,-0.8159000000000001,72.41,-37.26,22.76
90224446,0.1272,-0.1218,-0.6142000000000001,0.28040000000000004,0.08889000000000001,0.04972000000000001,0.2897,0.033400000000000006,0,0.2119,-0.07128000000000001,-94.87,-2.471,-29.37
90224630,0.21860000000000002,-0.1711,-0.8814000000000001,-0.2609,0.08186,0.2887,0.128,0.5537000000000001,-0.03588,-0.2866,-0.4968,-152,65.09,-4.364
90224823,0.04288,-0.48750000000000004,-0.8954000000000001,-0.1695,0.08186,-0.22440000000000002,-0.16720000000000002,0.28650000000000003,0.45530000000000004,-0.19790000000000002,-1.7770000000000001,44.14,-6.011,11.620000000000001
90225006,0.1764,-0.4101,-0.6845,0.6883,0.046700000000000005,0.49970000000000003,0.2546,-0.5009,0.5883,0.9274,-1.708,183.10000000000002,-61.64,15.31
90225230,0.27490000000000003,-0.46640000000000004,-0.8462000000000001,-0.007783,0.22240000000000001,0.2676,-0.132,0.1951,0.4743,0.6674,-0.39230000000000004,-34.160000000000004,-10.66,-5.981
90225426,0.1342,-1.085,-0.9446,-0.08512,0.05373000000000001,-0.5830000000000001,-0.4344,0.24430000000000002,-0.3247,-0.517,-0.08056,-194.4,52.32,16.23
90225607,0.1061,-0.2765,-0.8462000000000001,-0.3593,0.1029,-0.15410000000000001,-0.2305,0.631,-0.047850000000000004,-0.6022000000000001,-1.408,-17.31,28.68,3.677
