Time,Watts,Cadence
2025-01-01T11:01:11.000Z,251,74
2025-01-01T11:01:12.000Z,249,75
2025-01-01T11:01:13.000Z,248,75
2025-01-01T11:01:14.000Z,253,75
2025-01-01T11:01:15.000Z,249,74
2025-01-01T11:01:16.000Z,252,75
2025-01-01T11:01:17.000Z,248,74
2025-01-01T11:01:18.000Z,251,74
2025-01-01T11:01:19.000Z,249,73
2025-01-01T11:01:20.000Z,253,73
2025-01-01T11:01:21.000Z,247,71
2025-01-01T11:01:22.000Z,250,71
2025-01-01T11:01:23.000Z,254,70
2025-01-01T11:01:24.000Z,251,72
2025-01-01T11:01:25.000Z,249,73
2025-01-01T11:01:26.000Z,259,73
2025-01-01T11:01:27.000Z,247,73
2025-01-01T11:01:28.000Z,247,73
2025-01-01T11:01:29.000Z,251,73
2025-01-01T11:01:30.000Z,252,73
2025-01-01T11:01:31.000Z,248,74
2025-01-01T11:01:32.000Z,251,74
2025-01-01T11:01:33.000Z,249,74
2025-01-01T11:01:34.000Z,252,72
2025-01-01T11:01:35.000Z,250,78
2025-01-01T11:01:36.000Z,251,76
2025-01-01T11:01:37.000Z,252,76
2025-01-01T11:01:38.000Z,247,75
2025-01-01T11:01:39.000Z,246,75
2025-01-01T11:01:40.000Z,250,76
2025-01-01T11:01:41.000Z,250,76
2025-01-01T11:01:42.000Z,250,76
2025-01-01T11:01:43.000Z,251,73
2025-01-01T11:01:44.000Z,252,73
2025-01-01T11:01:45.000Z,251,74
2025-01-01T11:01:46.000Z,251,74
2025-01-01T11:01:47.000Z,251,74
2025-01-01T11:01:48.000Z,249,76
2025-01-01T11:01:49.000Z,249,76
2025-01-01T11:01:50.000Z,250,77
2025-01-01T11:01:51.000Z,251,76
2025-01-01T11:01:52.000Z,249,75
2025-01-01T11:01:53.000Z,251,75
2025-01-01T11:01:54.000Z,250,76
2025-01-01T11:01:55.000Z,249,76
2025-01-01T11:01:56.000Z,250,75
2025-01-01T11:01:57.000Z,248,75
2025-01-01T11:01:58.000Z,249,76
2025-01-01T11:01:59.000Z,248,75
2025-01-01T11:02:00.000Z,249,75
2025-01-01T11:02:01.000Z,247,75
2025-01-01T11:02:02.000Z,251,73
2025-01-01T11:02:03.000Z,250,72
2025-01-01T11:02:04.000Z,249,70
2025-01-01T11:02:05.000Z,250,70
2025-01-01T11:02:06.000Z,238,71
2025-01-01T11:02:07.000Z,227,71
2025-01-01T11:02:08.000Z,225,71
2025-01-01T11:02:09.000Z,229,68
2025-01-01T11:02:10.000Z,205,65
2025-01-01T11:02:11.000Z,205,65
2025-01-01T11:02:12.000Z,203,65
2025-01-01T11:02:13.000Z,200,65
2025-01-01T11:02:14.000Z,199,66
2025-01-01T11:02:15.000Z,204,64
2025-01-01T11:02:16.000Z,200,63
2025-01-01T11:02:17.000Z,201,63
2025-01-01T11:02:18.000Z,200,64
2025-01-01T11:02:19.000Z,199,64
2025-01-01T11:02:20.000Z,196,63
2025-01-01T11:02:21.000Z,200,62
2025-01-01T11:02:22.000Z,199,62
2025-01-01T11:02:23.000Z,201,61
2025-01-01T11:02:24.000Z,201,61
2025-01-01T11:02:25.000Z,198,61
2025-01-01T11:02:26.000Z,200,61
2025-01-01T11:02:27.000Z,199,61
2025-01-01T11:02:28.000Z,201,62
2025-01-01T11:02:29.000Z,201,62
2025-01-01T11:02:30.000Z,202,62
2025-01-01T11:02:31.000Z,201,63
2025-01-01T11:02:32.000Z,198,63
2025-01-01T11:02:33.000Z,201,63
2025-01-01T11:02:34.000Z,201,64
2025-01-01T11:02:35.000Z,194,64
2025-01-01T11:02:36.000Z,200,63
2025-01-01T11:02:37.000Z,199,63
2025-01-01T11:02:38.000Z,199,62
2025-01-01T11:02:39.000Z,202,62
2025-01-01T11:02:40.000Z,200,62
2025-01-01T11:02:41.000Z,202,60
2025-01-01T11:02:42.000Z,200,60
2025-01-01T11:02:43.000Z,198,60
2025-01-01T11:02:44.000Z,198,62
2025-01-01T11:02:45.000Z,198,62
2025-01-01T11:02:46.000Z,199,62
2025-01-01T11:02:47.000Z,198,62
2025-01-01T11:02:48.000Z,200,62
2025-01-01T11:02:49.000Z,199,62
2025-01-01T11:02:50.000Z,200,62
2025-01-01T11:02:51.000Z,199,62
2025-01-01T11:02:52.000Z,206,61
2025-01-01T11:02:53.000Z,203,61
2025-01-01T11:02:54.000Z,202,61
2025-01-01T11:02:55.000Z,200,63
2025-01-01T11:02:56.000Z,200,63
2025-01-01T11:02:57.000Z,199,64
2025-01-01T11:02:58.000Z,201,63
2025-01-01T11:02:59.000Z,199,63
2025-01-01T11:03:00.000Z,200,63
2025-01-01T11:03:01.000Z,200,63
2025-01-01T11:03:02.000Z,200,61
2025-01-01T11:03:03.000Z,203,61
2025-01-01T11:03:04.000Z,199,61
2025-01-01T11:03:05.000Z,200,62
2025-01-01T11:03:06.000Z,201,62
2025-01-01T11:03:07.000Z,200,62
2025-01-01T11:03:08.000Z,200,61
2025-01-01T11:03:09.000Z,201,61
